variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Ariya,0.7086277732128184,0.7247329498767461,1.0532456861133936,1.428759244042728,0.2913722267871816,0.2752670501232539,0.053245686113393594,0.428759244042728
Asteae,1.4228049877876334,0.5106054762822985,0.9052577452114667,2.0606761794575137,0.5387581951407636,0.4893945237177015,0.26751510476925056,1.4918369970433218
Athena,0.7398668433868631,0.5930246894553525,0.6017322689023826,0.5750392996948495,0.2601331566131369,0.40697531054464753,0.3982677310976174,0.4249607003051506
Azore,0.7824518089450194,1.0351343652074827,0.8914632988320198,1.2190675149558448,0.21754819105498052,0.03513436520748267,0.434051846928117,0.5278700978064761
Babe,2.064041906049341,2.813112538019601,2.412808381209868,1.4525177424805678,1.2884420412301454,1.9222710375126733,1.4128083812098682,0.45251774248056775
Baby Follies,0.6769256363333888,0.8165862585260356,0.5409249708867077,0.5822658459490934,0.3230743636666112,0.1834137414739644,0.4590750291132923,0.4177341540509067
Bandolero,0.8767052767052768,0.9182325182325183,1.011926211926212,1.165165165165165,0.1232947232947233,0.08176748176748176,0.011926211926211926,0.16516516516516516
Belle Rose,1.611644908616188,0.8335248041775457,1.033733681462141,0.8320626631853786,0.611644908616188,0.16647519582245432,0.033733681462140994,0.16793733681462142
Camaro,1.0370441229223963,0.8337677866794213,0.7839531268683487,0.7045796962812388,0.03704412292239627,0.16623221332057875,0.21604687313165133,0.2954203037187612
Cheyenne,0.8912418300653595,1.4209150326797386,1.008888888888889,0.8881917211328976,0.10875816993464052,0.42091503267973857,0.008888888888888889,0.1118082788671024
Chococcino,1.708984375,1.705078125,4.044921875,5.236328125,0.708984375,0.705078125,3.044921875,4.236328125
Destini,0.7305646712685301,0.8974765191807175,0.9104899852891253,0.4182414846667421,0.26943532873146997,0.10252348081928256,0.08951001471087473,0.5817585153332578
Dima Bombastic,0.7344072697232549,1.0165220983064849,4.311441553077241,,0.2655927302767451,0.05204460966542751,3.3114415530772408,
Dinara,0.9465680803571429,1.1126302083333333,0.6402064732142857,0.5775669642857143,0.053431919642857144,0.11263020833333333,0.3597935267857143,0.4224330357142857
