variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Athena,1.0534954954954956,0.9435392535392535,1.008187902187902,0.8436087516087516,0.197011583011583,0.08607722007722007,0.12697297297297297,0.1654002574002574
Charmant,1.1082206289718104,1.0862514257780675,1.0388544891640867,0.9445520813351237,0.21701156917060452,0.23121639237412417,0.12860518168486232,0.1936504891617111
Confidential,1.1297840375586854,1.0308356807511736,0.9913051643192489,0.8699718309859155,0.12978403755868545,0.0916056338028169,0.07276995305164319,0.1300281690140845
Madam Red,1.2415045395590143,0.7363942931258106,0.8512062256809338,0.4973281452658885,0.24150453955901427,0.2636057068741894,0.14879377431906615,0.5026718547341116
Maritim,1.1924123788217749,1.0189970171513796,1.0145413870246085,1.0214578672632364,0.19241237882177478,0.018997017151379567,0.0145413870246085,0.02145786726323639
Memory Lane,1.0394160583941605,1.2581021897810218,1.0904622871046228,1.0869829683698298,0.06666666666666667,0.2581021897810219,0.09046228710462287,0.2662530413625304
Moon Walk,0.8913465346534654,1.1945148514851485,1.0816039603960397,1.0702574257425743,0.10976237623762376,0.19451485148514852,0.08160396039603961,0.07025742574257426
Odilia,1.1189498806682578,1.215560859188544,0.9820525059665871,0.7805250596658712,0.11894988066825776,0.21556085918854415,0.01794749403341289,0.21947494033412887
Pink Athena,1.0433099297893682,1.1841825476429289,1.2116549648946842,0.999679037111334,0.06332998996990973,0.1841825476429288,0.21165496489468405,0.059819458375125374
Red Ribbon,1.0063886424134871,1.013167701863354,0.9061047027506655,0.7460869565217392,0.11815439219165927,0.08060337178349601,0.17975155279503105,0.2625022182786158
Royal Athena,0.9654973676918814,1.1330285397617068,1.0498420615128845,0.9298420615128845,0.16352452202826268,0.20141313383208645,0.13806594624549737,0.18045996120809088
Snow Flake,1.5182407407407408,1.2484259259259258,0.9406481481481481,0.7200925925925926,0.5182407407407408,0.24842592592592594,0.05935185185185185,0.2799074074074074
Tacazzi,0.8082726853984339,1.0259051128512207,0.9756241363426992,0.8157070474435744,0.1917273146015661,0.18433901427913404,0.2324274527867342,0.20756333486872408
Tamara,1.0543714285714285,1.379757142857143,1.2556,1.1885142857142856,0.07962857142857142,0.37975714285714285,0.2556,0.18851428571428572
Thriller,1.019726751873072,0.9523843102688409,0.9141119435874835,0.8502776553547818,0.19957690612604673,0.0476156897311591,0.08588805641251653,0.17232260907888938
