variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Abeba,2026-W04,3,2026-W06,0.44536082474226807,1.445360824742268,0.28942250814013243,0.44536082474226807,701.0,485.0,final,1
Abeba,2026-W05,2,2026-W06,0.177319587628866,0.822680412371134,0.28942250814013243,-0.177319587628866,399.0,485.0,final,1
Abeba,2026-W06,1,2026-W06,0.024742268041237112,1.024742268041237,0.28942250814013243,0.024742268041237112,497.0,485.0,final,1
Alicia,2026-W03,4,2026-W06,0.22780802836520198,0.772191971634798,0.11326369575746853,-0.22780802836520198,6098.0,7897.0,final,1
Alicia,2026-W04,3,2026-W06,0.1303026465746486,0.8696973534253514,0.11326369575746853,-0.1303026465746486,6868.0,7897.0,final,1
Alicia,2026-W05,2,2026-W06,0.3158161327086235,0.6841838672913765,0.11326369575746853,-0.3158161327086235,5403.0,7897.0,final,1
Alicia,2026-W06,1,2026-W06,0.30416613904014184,0.6958338609598582,0.11326369575746853,-0.30416613904014184,5495.0,7897.0,final,1
Azore,2026-W03,4,2026-W06,1.3153470407815517,2.315347040781552,0.15819319762878897,1.3153470407815517,20382.0,8803.0,final,3
Azore,2026-W04,3,2026-W06,1.2833125070998523,2.2833125070998523,0.15819319762878897,1.2833125070998523,20100.0,8803.0,final,3
Azore,2026-W05,2,2026-W06,0.7889355901397251,1.788935590139725,0.15819319762878897,0.7889355901397251,15748.0,8803.0,final,3
Azore,2026-W06,1,2026-W06,0.7075996819266159,1.707599681926616,0.15819319762878897,0.7075996819266159,15032.0,8803.0,final,3
Babe,2026-W03,4,2026-W06,0.2653380492450007,0.7346619507549993,0.32706256071443707,-0.2653380492450007,10801.0,14702.0,final,2
Babe,2026-W04,3,2026-W06,0.5952251394368113,1.5952251394368113,0.32706256071443707,0.5952251394368113,23453.0,14702.0,final,2
Babe,2026-W05,2,2026-W06,0.15480886954155898,1.101754863283907,0.32706256071443707,0.10175486328390695,16198.0,14702.0,final,2
Babe,2026-W06,1,2026-W06,0.053462113998095494,0.9865324445653653,0.32706256071443707,-0.013467555434634744,14504.0,14702.0,final,2
Bandolero,2026-W03,4,2026-W06,0.4845065377037435,1.4845065377037434,0.1377826639809332,0.4845065377037435,8288.0,5583.0,final,2
