field_name,variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind
GH (10),Ever Red,2026-W03,4,2026-W06,0.3762921392929467,0.6237078607070533,0.5009744441528382,-0.3762921392929467,47123.0,75553.0,raw
GH (10),Ever Red,2026-W04,3,2026-W06,0.5788916389819068,0.42110836101809324,0.5009744441528382,-0.5788916389819068,31816.0,75553.0,raw
GH (10),Ever Red,2026-W05,2,2026-W06,0.1344089579500483,0.8655910420499517,0.5009744441528382,-0.1344089579500483,65398.0,75553.0,raw
GH (10),Ever Red,2026-W06,1,2026-W06,0.3752465156909719,1.375246515690972,0.5009744441528382,0.3752465156909719,103904.0,75553.0,raw
GH (11),Ever Red,2026-W03,4,2026-W06,0.5846236223283209,1.584623622328321,0.20875368670655547,0.5846236223283209,35513.0,22411.0,raw
GH (11),Ever Red,2026-W04,3,2026-W06,0.0676899736736424,0.9323100263263576,0.20875368670655547,-0.0676899736736424,20894.0,22411.0,raw
GH (11),Ever Red,2026-W05,2,2026-W06,0.30065592789255274,1.3006559278925527,0.20875368670655547,0.30065592789255274,29149.0,22411.0,raw
GH (11),Ever Red,2026-W06,1,2026-W06,0.31752264512962386,1.3175226451296238,0.20875368670655547,0.31752264512962386,29527.0,22411.0,raw
GH (13),Ever Red,2026-W03,4,2026-W06,1.0832450649975927,2.083245064997593,0.24666235722444932,1.0832450649975927,43269.0,20770.0,raw
GH (13),Ever Red,2026-W04,3,2026-W06,0.24819451131439577,1.2481945113143957,0.24666235722444932,0.24819451131439577,25925.0,20770.0,raw
GH (13),Ever Red,2026-W05,2,2026-W06,0.4207992296581608,1.4207992296581609,0.24666235722444932,0.4207992296581608,29510.0,20770.0,raw
GH (13),Ever Red,2026-W06,1,2026-W06,0.36023110255175733,1.3602311025517573,0.24666235722444932,0.36023110255175733,28252.0,20770.0,raw
GH (15),Ever Red,2026-W03,4,2026-W06,0.057529269277351636,1.0575292692773517,0.481056215152917,0.057529269277351636,15717.0,14862.0,raw
GH (15),Ever Red,2026-W04,3,2026-W06,0.5051809985197148,0.4948190014802853,0.481056215152917,-0.5051809985197148,7354.0,14862.0,raw
GH (15),Ever Red,2026-W05,2,2026-W06,0.3477997577714978,0.6522002422285023,0.481056215152917,-0.3477997577714978,9693.0,14862.0,raw
