variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape
Athena,1.071598527911383,0.8943794636350386,0.7209025652237283,0.28459954817082056,0.33888463780789974,0.4442956566098236
