variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Abeba,4.051282051282051,,,,3.051282051282051,,,
Alicia,0.7816162862430598,,1.025293028994448,,0.21838371375694016,,0.025293028994447873,
Azore,2.9507346585998273,,4.197637568424085,,1.950734658599827,,3.1976375684240854,
Babe,1.762406015037594,,3.2215538847117795,,0.762406015037594,,2.2215538847117795,
Bandolero,1.5396825396825398,,2.4074074074074074,,1.001763668430335,,1.5784832451499118,
Bellalinda Cerise,0.6245413779046066,,0.7651854871585814,,0.3754586220953934,,0.23481451284141866,
Birds Nest,0.8010471204188482,,0.32329842931937175,,0.19895287958115182,,0.6767015706806283,
Blue Moon,0.035398230088495575,,0.2536873156342183,,0.9646017699115044,,0.7463126843657817,
Bonnieux!,0.11379310344827587,,0.15517241379310345,,0.8862068965517241,,0.8448275862068966,
Chazay!,0.7544642857142857,,0.5401785714285714,,0.24553571428571427,,0.45982142857142855,
Dinara,0.9838933629547348,,0.9136351013607331,,0.36128853096362123,,0.1713412940849764,
Dominica,0.6288384512683578,,0.5687583444592791,,0.3711615487316422,,0.43124165554072097,
Eileen,0.6027885862516212,,0.7324902723735408,,0.3972114137483787,,0.26750972762645914,
Elba!,2.549397590361446,,2.236144578313253,,1.5493975903614459,,1.236144578313253,
Eva,0.20818713450292398,,0.28888888888888886,,0.791812865497076,,0.7111111111111111,
Fellini,0.5671834625322998,,1.3019390581717452,,0.6068044788975021,,0.30193905817174516,
Fiction,0.5559131134352373,,0.671761866452132,,0.4440868865647627,,0.32823813354786807,
Fire Works,0.6389986824769434,,0.5350790513833992,,0.46047430830039526,,0.46492094861660077,
Frivolity,0.2613277133825079,,0.22655426765015807,,0.7386722866174921,,0.7734457323498419,
Glorious,0.9028901734104047,,1.285549132947977,,0.09710982658959537,,0.2855491329479769,
Hot Desire,0.31356429829712273,,0.46388725778038753,,0.6864357017028773,,0.5361127422196125,
In Love,1.3146067415730338,,2.4775280898876404,,1.7949438202247192,,2.542134831460674,
Isabella!,0.24247491638795987,,0.17224080267558528,,0.7575250836120402,,0.8277591973244147,
Jacinda,0.530281007751938,,0.7962693798449613,,0.469718992248062,,0.20373062015503876,
Jelitah,0.8490196078431372,,1.4588235294117646,,0.15098039215686274,,0.4588235294117647,
Julietta,0.8610206297502715,,0.7041259500542888,,0.13897937024972856,,0.2958740499457112,
Julietta Apricot,0.11594202898550725,,0.09806763285024155,,0.8840579710144928,,0.9019323671497584,
Julietta Cerise,1.026215644820296,,0.6689217758985201,,0.19873150105708245,,0.3310782241014799,
Julietta Chamonix,0.05474452554744526,,0.12043795620437957,,0.9452554744525548,,0.8795620437956204,
Julietta Honey,,,0.08436018957345971,,,,0.9156398104265403,
