variety_name,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+2_final_wape,w+3_final_wape,w+4_final_wape
Athena,0.9454860903380198,1.189937182171702,0.9753604546814238,0.12706551002093927,0.24190248279988036,0.18821717020640144
Charmant,0.7402019118220835,0.9755754974639095,1.0334666406554818,0.33112075692547793,0.21034920015606712,0.22977955520873977
Confidential,1.0695381310418905,1.082749731471536,1.0171213748657357,0.06953813104189044,0.08274973147153598,0.07525241675617615
Madam Red,1.924390243902439,3.148780487804878,13.146951219512195,0.9243902439024391,2.148780487804878,12.146951219512195
Maritim,1.4650222551928784,1.7877596439169139,1.8542284866468843,0.4650222551928783,0.787759643916914,0.8542284866468842
Memory Lane,1.2128689883913764,1.1372470978441127,1.1416252072968491,0.21286898839137644,0.13724709784411276,0.14162520729684908
Moon Walk,0.925152027027027,0.9472804054054054,0.888445945945946,0.11964527027027028,0.11836148648648649,0.19091216216216217
Odilia,0.8168791208791208,0.8847472527472527,0.9165714285714286,0.18312087912087913,0.11525274725274726,0.08342857142857144
Pink Athena,0.7219562715765248,0.6815650172612198,0.683981588032221,0.27804372842347524,0.3184349827387802,0.3160184119677791
Red Ribbon,0.9274042553191489,0.952136170212766,0.9539063829787234,0.08141276595744681,0.1372936170212766,0.18604255319148935
Royal Athena,0.9773735408560311,1.21810635538262,1.0956225680933853,0.1448313878080415,0.21810635538261997,0.09562256809338521
Snow Flake,0.7342797494780793,0.685678496868476,0.7467223382045929,0.26572025052192066,0.314321503131524,0.2532776617954071
Tacazzi,1.0719354838709678,0.9981269510926118,0.9447970863683662,0.13626430801248698,0.07155046826222684,0.05520291363163372
Tamara,1.0415096507352941,1.0353745404411765,0.9033892463235295,0.16970358455882353,0.16825597426470587,0.1366842830882353
Thriller,1.003090013434841,0.8603493058665472,0.7975459023734885,0.07798477384684281,0.20822212270488133,0.23321092700403045
