variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Athena,2025-W52,3,2026-W02,0.4151332159980579,0.6818656308794077,0.30838102516393556,-0.31813436912059234,449404.0,659080.0,final,7
Athena,2026-W01,2,2026-W02,0.32935758936699644,0.7222962311100322,0.30838102516393556,-0.27770376888996784,476051.0,659080.0,final,7
Athena,2026-W02,1,2026-W02,0.28948837773866604,1.1566759725678217,0.30838102516393556,0.15667597256782181,762342.0,659080.0,final,7
