variety_name,w+1_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+3_final_wape,w+4_final_wape
Athena,0.7820466349872914,0.7994496629461819,0.8717648358934689,0.25294949718200904,0.3004995027074815,0.2288473864515416
Charmant,0.7835546939448936,0.7723601715888467,0.936804982676126,0.3096477478963867,0.34253011054281474,0.2777388219765715
Confidential,0.7431340872374798,0.7484329563812601,0.7236348949919225,0.2568659127625202,0.2515670436187399,0.27636510500807754
Madam Red,0.4532567049808429,0.057662835249042144,0.2728927203065134,0.5467432950191571,0.9423371647509579,0.7271072796934865
Maritim,0.9259316770186335,1.2163302277432713,1.2167184265010351,0.07406832298136647,0.2163302277432712,0.2167184265010352
Memory Lane,1.0259635416666666,1.0448177083333334,0.796328125,0.152265625,0.06325520833333333,0.3134635416666667
Moon Walk,0.898536231884058,0.8357246376811595,0.7797971014492754,0.10146376811594203,0.16427536231884057,0.22020289855072464
Odilia,0.7097674418604651,0.9022540250447227,0.7776744186046511,0.29023255813953486,0.09774597495527729,0.22232558139534883
Pink Athena,0.8232273690584317,0.7005086285195277,0.5938056312443234,0.17677263094156828,0.2994913714804723,0.40619436875567666
Red Ribbon,0.8787755102040816,0.9192546583850931,0.9188642413487134,0.20275066548358472,0.09717834960070985,0.0811357586512866
Royal Athena,0.667426724137931,0.7230301724137931,0.7962327586206897,0.332573275862069,0.2769698275862069,0.20376724137931035
Snow Flake,0.6564539007092198,0.6401418439716312,0.6573758865248227,0.3435460992907801,0.3598581560283688,0.3426241134751773
Tacazzi,1.0028269230769231,0.8682211538461538,0.9014134615384616,0.17961538461538462,0.13177884615384616,0.11325961538461539
Tamara,0.96073512252042,0.9250388953714508,0.8729482691559705,0.0559315441462466,0.0749611046285492,0.12705173084402957
Thriller,0.838999192897498,0.7785552865213882,0.7398789346246973,0.16100080710250203,0.22144471347861178,0.26012106537530266
