variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Athena,0.7433732181874935,0.5927229216522735,0.6062053896576839,0.6596254291957132,0.2566267818125065,0.4072770783477266,0.4166642388929352,0.39386328165643536
Charmant,0.7479918864097364,0.6114574219889181,0.6096092155147274,0.7882290755322251,0.2520081135902637,0.40862860892388453,0.5033974919801691,0.36862423447069115
Confidential,0.5848806366047745,0.8191511936339523,0.5517948717948717,0.6169761273209549,0.4151193633952255,0.18084880636604775,0.4482051282051282,0.3830238726790451
Madam Red,0.6353801169590644,0.5799707602339181,0.6334795321637426,0.575109649122807,0.3646198830409357,0.42002923976608186,0.3665204678362573,0.42489035087719296
Maritim,0.6126223776223776,0.713916083916084,0.9556468531468532,0.9536013986013986,0.38737762237762235,0.2860839160839161,0.044353146853146855,0.0463986013986014
Memory Lane,0.8332954545454545,0.8096022727272727,0.9917992424242424,0.9073674242424242,0.16670454545454547,0.19039772727272727,0.2007007575757576,0.12793560606060606
Moon Walk,0.802583559168925,0.7830352303523035,0.3619512195121951,0.5144715447154472,0.19741644083107499,0.21696476964769648,0.6380487804878049,0.48552845528455285
Odilia,0.5315727002967359,0.7240949554896142,0.4820178041543027,1.284213649851632,0.4684272997032641,0.2759050445103858,0.5179821958456974,0.28421364985163206
Pink Athena,0.853625149224035,0.5780262634301632,0.44935137286112214,0.5528054118583366,0.146374850775965,0.42197373656983683,0.5506486271388779,0.44719458814166335
Red Ribbon,0.7512866015971607,0.7766637089618456,0.8171428571428572,0.8437444543034606,0.2487133984028394,0.2233362910381544,0.18612244897959185,0.24456078083407276
Royal Athena,0.9432814021421616,0.6876338851022396,0.4410223953261928,0.3627263875365141,0.0671080817916261,0.31236611489776045,0.5589776046738072,0.6372736124634859
Snow Flake,0.6795356550580431,0.6159867330016584,0.45797678275290216,0.8917412935323383,0.32046434494195686,0.38401326699834165,0.5420232172470979,0.1082587064676617
Tacazzi,0.8896997455470738,0.9584020356234096,0.7240203562340967,0.7447837150127227,0.11030025445292621,0.06278880407124682,0.2759796437659033,0.25521628498727733
Tamara,0.8217931034482758,1.0026666666666666,0.9462873563218391,1.019712643678161,0.19386206896551725,0.19264367816091954,0.1840344827586207,0.20490804597701148
Thriller,0.805375854214123,0.6928473804100228,0.6573302961275627,0.6347334851936218,0.194624145785877,0.3071526195899772,0.34266970387243734,0.3652665148063781
