variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape
Gissele,0.8224531285294782,0.5937203523831037,1.06053761011972,0.29672464422859723,0.51597018296815,0.6536254800090354
Grand Trend Setter,0.8840976500114077,0.5007985398129136,0.8386949577914671,0.1159023499885923,0.49920146018708644,0.16130504220853298
Impressionist,0.9932508436445444,0.5760887031978146,0.8288606781295196,0.006749156355455568,0.4239112968021854,0.17113932187048048
Julietta,0.721138044371405,0.8514790468364831,1.989215283483977,0.2788619556285949,0.21733771569433033,0.989215283483977
Jumilia,1.2436132502139103,1.0696736340300697,1.407651876298741,0.24361325021391028,0.06967363403006967,0.407651876298741
La Belle,0.8704188481675392,0.8407504363001745,0.9657504363001745,0.12958115183246074,0.15924956369982549,0.03424956369982548
Lady Bombastic,1.4484939759036144,1.0674698795180724,1.5129518072289156,0.44849397590361445,0.06746987951807229,0.5129518072289156
Leila,0.9452174497546548,1.3525576393090004,1.4973143759873617,0.05478255024534517,0.41762452107279696,0.4973143759873618
Lianne,1.4104392470051341,2.673987450085568,3.823588134626355,0.519965772960639,1.6739874500855676,2.823588134626355
Madam Bombastic,1.4704381114419396,1.7762654189706508,2.507443641003828,0.4704381114419396,0.7762654189706508,1.507443641003828
Madam Cerise,0.7871123762500944,0.8039398443207295,1.5727636849132176,0.21288762374990552,0.1960601556792705,0.5727636849132176
Madam Pink,0.9897226102574337,1.6353522251047694,2.2617242067451606,0.010277389742566354,0.6353522251047695,1.2617242067451606
Madam Red,0.7791068277968546,1.1190169034926296,1.0986890781810248,0.22089317220314544,0.11901690349262962,0.09868907818102483
Magic Avalanche,0.8534348503201246,0.4634019726596297,0.8866585914518083,0.1465651496798754,0.5365980273403703,0.11334140854819173
Maitai,0.8763819095477386,1.3651591289782246,1.6814070351758794,0.12361809045226131,0.36515912897822445,0.6814070351758794
Marisa,0.6841721371261853,0.9438366156090445,1.3582278481012657,0.31582786287381476,0.1463651835643083,0.35822784810126584
Mirabel,0.42388167388167386,0.5499037999037999,1.4346440596440597,0.6485088985088985,0.562049062049062,0.5824314574314574
Miss Bombastic,2.3033761293390396,5.139800285306705,2.1474084640989064,1.3033761293390396,4.139800285306705,1.1474084640989064
Misty Bubbles,0.5249204665959704,0.5185577942735949,0.8791092258748674,0.4750795334040297,0.4814422057264051,0.12089077412513255
Moonwalk,0.6567229816396086,0.30138893978817755,0.5376919412174296,0.3432770183603914,0.6986110602118225,0.4623080587825705
My Beauty,1.8215783454060237,1.8841021730842546,1.5188715211589783,0.8215783454060236,0.8841021730842546,0.5188715211589783
Nalani,0.49719251336898396,0.35668449197860963,0.5799465240641711,0.502807486631016,0.6433155080213904,0.4449197860962567
Nathalie,0.9980523094045631,1.1867000556483027,2.968280467445743,0.0019476905954368391,0.18670005564830272,1.9682804674457428
New Orleans,0.27241229969683844,0.013263317453443049,0.5187851883932438,0.7275877003031616,0.986736682546557,0.48121481160675617
Odilia,0.8243665044470548,0.9221010236616882,0.9702970297029703,0.245980869273368,0.32042288974660177,0.36345024332941767
Orange Strike,0.8541666666666666,0.456280193236715,0.9108091787439614,0.24341787439613527,0.543719806763285,0.08919082125603865
Paranita,0.6414321713565728,0.6012179756404872,0.9711255774884502,0.3585678286434271,0.3987820243595128,0.028874422511549768
Princess Peach,1.3347796494810278,1.6465883954398504,1.3078101071975499,0.33477964948102773,0.6465883954398502,0.4095627020588736
Reflex,0.6345197721510651,1.1181390141911691,1.8733989661189951,0.36548022784893486,0.27901616673800667,0.8733989661189951
Revival,0.8494224422442245,0.5966034103410341,0.5944719471947195,0.15057755775577558,0.4033965896589659,0.40552805280528054
Rowena,0.6182651891478792,1.5620940007642339,3.1673672143675966,0.38173481085212074,0.5620940007642339,2.1673672143675966
Royal Park,1.0265095729013254,1.0740058910162003,1.2028718703976435,0.026509572901325478,0.0740058910162003,0.2028718703976436
Royal Porcelina,0.7781724536009236,1.4035165615842287,1.6467454044933842,0.22182754639907645,0.4035165615842288,0.6467454044933842
Salinero,0.8710698371715321,1.2568608670303585,1.84316828384625,0.293924124432599,0.27085328780244033,1.2314579602715197
Silver Shadow,1.127649440342939,1.7149321266968325,2.3112645868063826,0.1276494403429388,0.7149321266968326,1.3112645868063826
Smashing,1.6429995569339833,1.9289986708019495,,0.6429995569339831,0.9289986708019495,
Snow Storm,0.6535823170731707,0.6675558943089431,1.0127032520325203,0.3464176829268293,0.3324441056910569,0.012703252032520325
Snowflake,0.9014092082616179,1.4216329604130808,1.4936531841652323,0.0985907917383821,0.4216329604130809,0.49365318416523235
Snowy Blossoms,0.9004830917874396,2.1079549114331724,2.3943961352657004,0.25024154589371983,1.1079549114331724,1.3943961352657004
Sparkling Bubbles,0.8932975871313673,0.928686327077748,1.2739946380697051,0.1067024128686327,0.071313672922252,0.2739946380697051
Summer Dance,1.0526955816781516,1.3386028915011485,1.909201459262262,0.0526955816781516,0.3386028915011485,0.9092014592622618
Summer Rose,0.6282473685745109,0.7575589701723183,0.7968043852231974,0.3717526314254891,0.24244102982768173,0.2092602851561361
Summer Time,2.128630705394191,1.1353734439834025,3.2826763485477177,1.1286307053941909,0.13537344398340248,2.2826763485477177
Sweet Gelato,1.2384536685179772,1.055831628178895,0.900686933645133,0.2384536685179772,0.05583162817889506,0.36765565624086527
Sweet Revival,0.7903236481567277,0.7182143093520418,1.1178436693361573,0.2096763518432722,0.28178569064795816,0.3667681514329208
Tarantella,1.0219903093551994,1.3056280283265003,1.786433097279165,0.021990309355199404,0.3056280283265002,0.7864330972791651
Trinity,1.014013709063214,1.1456207159177456,0.5812642802741813,0.014013709063214013,0.1456207159177456,0.41873571972581874
Uzuri,0.8072748606629511,0.42329128776767383,0.8521560574948666,0.192725139337049,0.5767087122323262,0.14784394250513347
Wedding Invite,1.0464668094218414,1.1340471092077087,1.6811563169164883,0.04646680942184154,0.1340471092077088,0.6811563169164883
