variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape
Ariya,1.0264765784114054,0.8997510749038244,2.215659651504865,0.026476578411405296,0.10024892509617561,1.2156596515048654
Asteae,0.5488819552782112,0.6314352574102964,1.203978159126365,0.45111804472178885,0.36856474258970356,0.49466978679147167
Athena,0.83533635086624,0.6463243327610426,1.6691899484938348,0.16466364913375994,0.3536756672389574,0.6691899484938348
Azore,1.1110719736996595,1.0551837501467654,1.6825173183045674,0.1110719736996595,0.17236116003287544,0.7668193025713279
Babe,0.8868214978917074,1.1415567900408272,1.1473127635365772,0.13191888093166454,0.14155679004082725,0.1473127635365772
Baby Follies,1.1503392130257801,1.2256445047489823,1.3706919945725915,0.15033921302578018,0.22564450474898237,0.3706919945725916
Bandolero,1.0353956834532374,1.52863309352518,2.319568345323741,0.03539568345323741,0.5286330935251798,1.319568345323741
Belle Rose,0.631502423263328,0.5174474959612277,1.059773828756058,0.36849757673667205,0.4825525040387722,0.05977382875605816
Camaro,1.1257653483369188,0.887142147939765,,0.12576534833691874,0.11285785206023498,
Cheyenne,0.9223096375386345,1.4565889294745715,1.970356841809497,0.07769036246136556,0.4565889294745715,0.970356841809497
Chococcino,2.0779220779220777,3.293135435992579,4.554730983302412,1.077922077922078,2.293135435992579,3.5547309833024117
Destini,1.1020996954640168,0.643212053213656,1.1979483891649303,0.10209969546401666,0.35678794678634396,0.19794838916493027
Dima Bombastic,1.2671755725190839,,1.1368593238822247,0.26717557251908397,,0.6090512540894221
Dinara,1.2175940479932934,1.2506549303154144,1.1699151210311223,0.21759404799329352,0.2506549303154144,0.1699151210311223
Downtown,0.370129114807491,0.35826451087588695,0.7507269977899267,0.629870885192509,0.641735489124113,0.24927300221007329
Dynamite,1.075937415700027,1.1905853790126788,0.9196115457243054,0.07593741570002698,0.19058537901267872,0.08038845427569463
Eyeliner,0.8613678373382625,2.0397412199630316,5.6654343807763405,0.13863216266173753,1.0397412199630314,4.6654343807763405
Fire Flash,1.054973080192689,1.585151601020119,3.0008500991782374,0.15018418815528478,0.585151601020119,2.0008500991782374
Fireworks,0.908647201105736,0.8309865238424327,1.6218037318590186,0.2179077401520387,0.16901347615756737,0.6218037318590186
Flinders Lane,1.0534217196334568,0.5714564242542406,1.7523883798011308,0.053421719633456814,0.4285435757457594,0.7523883798011308
Gelato,1.2476036983628807,1.155908049877004,0.9942319111035711,0.4522012045126813,0.18186444991093392,0.3506658749681907
Gentle Trend Setter,1.0137376879212028,0.80248833592535,1.7112493519958527,0.10756868843960601,0.19751166407465007,0.7112493519958528
