field_name,variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind
GH 9(A),Ariya,2026-W01,4,2026-W04,6.727087576374745,7.727087576374745,0.7530780064382789,6.727087576374745,34146.0,4419.0,raw
GH 9(A),Ariya,2026-W02,3,2026-W04,6.38560760353021,7.38560760353021,0.7530780064382789,6.38560760353021,32637.0,4419.0,raw
GH 9(A),Ariya,2026-W03,2,2026-W04,1.090744512333107,2.090744512333107,0.7530780064382789,1.090744512333107,9239.0,4419.0,raw
GH 9(A),Ariya,2026-W04,1,2026-W04,0.1423398959040507,1.1423398959040507,0.7530780064382789,0.1423398959040507,5048.0,4419.0,raw
GH 13(C),Asteae,2026-W01,4,2026-W04,0.170416884702599,1.170416884702599,0.27049230783471767,0.170416884702599,6710.0,5733.0,raw
GH 13(C),Asteae,2026-W02,3,2026-W04,0.46869004011861154,1.4686900401186116,0.27049230783471767,0.46869004011861154,8420.0,5733.0,raw
GH 13(C),Asteae,2026-W03,2,2026-W04,0.26827141112855396,0.731728588871446,0.27049230783471767,-0.26827141112855396,4195.0,5733.0,raw
GH 13(C),Asteae,2026-W04,1,2026-W04,0.30786673643816503,1.307866736438165,0.27049230783471767,0.30786673643816503,7498.0,5733.0,raw
GH 43(C),Asteae,2026-W01,4,2026-W04,0.6539050535987749,0.3460949464012251,0.30746287086328067,-0.6539050535987749,678.0,1959.0,raw
GH 43(C),Asteae,2026-W02,3,2026-W04,0.5706993363961205,0.42930066360387953,0.30746287086328067,-0.5706993363961205,841.0,1959.0,raw
GH 43(C),Asteae,2026-W03,2,2026-W04,0.6620724859622257,0.3379275140377744,0.30746287086328067,-0.6620724859622257,662.0,1959.0,raw
GH 43(C),Asteae,2026-W04,1,2026-W04,0.3746809596733027,0.6253190403266973,0.30746287086328067,-0.3746809596733027,1225.0,1959.0,raw
GH 25(A),Athena,2026-W01,4,2026-W04,0.3172311534259404,1.3172311534259404,0.16682530196373851,0.3172311534259404,16879.0,12814.0,raw
GH 25(A),Athena,2026-W02,3,2026-W04,0.35703137193694395,1.357031371936944,0.16682530196373851,0.35703137193694395,17389.0,12814.0,raw
GH 25(A),Athena,2026-W03,2,2026-W04,0.07671297018885594,0.9232870298111441,0.16682530196373851,-0.07671297018885594,11831.0,12814.0,raw
GH 25(A),Athena,2026-W04,1,2026-W04,0.1435149055720306,1.1435149055720306,0.16682530196373851,0.1435149055720306,14653.0,12814.0,raw
GH 12(A),Azore,2026-W01,4,2026-W04,3.0,4.0,0.3288071127896323,3.0,8048.0,2012.0,raw
GH 12(A),Azore,2026-W02,3,2026-W04,3.0675944333996026,4.067594433399602,0.3288071127896323,3.0675944333996026,8184.0,2012.0,raw
GH 12(A),Azore,2026-W03,2,2026-W04,1.4686878727634194,2.4686878727634194,0.3288071127896323,1.4686878727634194,4967.0,2012.0,raw
GH 12(A),Azore,2026-W04,1,2026-W04,1.0601391650099403,2.0601391650099403,0.3288071127896323,1.0601391650099403,4145.0,2012.0,raw
GH 28(B),Azore,2026-W01,4,2026-W04,1.6347425057647964,2.6347425057647964,0.4873168792677823,1.6347425057647964,17139.0,6505.0,raw
GH 28(B),Azore,2026-W02,3,2026-W04,1.3604919292851652,2.3604919292851654,0.4873168792677823,1.3604919292851652,15355.0,6505.0,raw
GH 28(B),Azore,2026-W03,2,2026-W04,0.07671022290545734,0.9232897770945426,0.4873168792677823,-0.07671022290545734,6006.0,6505.0,raw
GH 28(B),Azore,2026-W04,1,2026-W04,0.1355880092236741,1.135588009223674,0.4873168792677823,0.1355880092236741,7387.0,6505.0,raw
GH 11(B),Babe,2026-W01,4,2026-W04,1.6978636826042726,2.6978636826042726,0.39995082580128105,1.6978636826042726,2652.0,983.0,raw
GH 11(B),Babe,2026-W02,3,2026-W04,1.0142421159715158,2.014242115971516,0.39995082580128105,1.0142421159715158,1980.0,983.0,raw
GH 11(B),Babe,2026-W03,2,2026-W04,0.2990844354018311,1.2990844354018312,0.39995082580128105,0.2990844354018311,1277.0,983.0,raw
GH 11(B),Babe,2026-W04,1,2026-W04,0.14242115971515767,1.1424211597151577,0.39995082580128105,0.14242115971515767,1123.0,983.0,raw
GH 17(A),Babe,2026-W01,4,2026-W04,0.3246883507665855,1.3246883507665854,0.19674381639288682,0.3246883507665855,18490.0,13958.0,raw
GH 17(A),Babe,2026-W02,3,2026-W04,0.38128671729474134,1.3812867172947414,0.19674381639288682,0.38128671729474134,19280.0,13958.0,raw
GH 17(A),Babe,2026-W03,2,2026-W04,0.13046281702249607,1.130462817022496,0.19674381639288682,0.13046281702249607,15779.0,13958.0,raw
GH 17(A),Babe,2026-W04,1,2026-W04,0.1311792520418398,0.8688207479581602,0.19674381639288682,-0.1311792520418398,12127.0,13958.0,raw
GH 34(B),Baby Follies,2026-W01,4,2026-W04,0.16404341926729987,1.1640434192673,0.08211400016486715,0.16404341926729987,8579.0,7370.0,raw
GH 34(B),Baby Follies,2026-W02,3,2026-W04,0.3706919945725916,1.3706919945725915,0.08211400016486715,0.3706919945725916,10102.0,7370.0,raw
GH 34(B),Baby Follies,2026-W03,2,2026-W04,0.22564450474898237,1.2256445047489823,0.08211400016486715,0.22564450474898237,9033.0,7370.0,raw
GH 34(B),Baby Follies,2026-W04,1,2026-W04,0.15033921302578018,1.1503392130257801,0.08211400016486715,0.15033921302578018,8478.0,7370.0,raw
GH 7(B),Bandolero,2026-W01,4,2026-W04,2.1585611510791365,3.1585611510791365,0.33314772242180635,2.1585611510791365,21952.0,6950.0,raw
