variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Athena,0.7698661800486618,0.5372789943227899,0.6816078669910787,0.5549493106244932,0.3366707218167072,0.4627210056772101,0.44022911597729114,0.5258414436334145
Charmant,0.8409001370332305,0.5116050017129153,0.8412855429941761,0.9661270983213429,0.22339414182939363,0.5033144912641315,0.3482228502911956,0.2998629667694416
Confidential,0.5742225998300765,0.7476805437553101,0.6468479184367035,0.6622090059473237,0.42577740016992355,0.2523194562446899,0.3531520815632965,0.3377909940526763
Madam Red,0.5061613475177305,0.46697695035460995,0.563386524822695,0.36272163120567374,0.4938386524822695,0.53302304964539,0.436613475177305,0.6372783687943262
Maritim,0.8307539682539683,0.7928323412698413,1.2778025793650793,1.1652529761904762,0.16924603174603176,0.20716765873015874,0.27780257936507935,0.1652529761904762
Memory Lane,0.9803205918618989,1.004340320591862,1.1383230579531443,0.9429346485819975,0.03630086313193588,0.07531442663378544,0.2547225647348952,0.20966707768187423
Moon Walk,0.8471799307958477,0.6126989619377162,0.6363840830449827,0.47058823529411764,0.15282006920415225,0.3873010380622837,0.3636159169550173,0.5294117647058824
Odilia,0.6092786421499293,0.6454879773691655,1.104045261669024,1.0764356435643565,0.3907213578500707,0.35451202263083453,0.10404526166902404,0.07643564356435643
Pink Athena,0.7387094703049759,0.4046099518459069,0.5044365971107544,0.3621701444622793,0.2612905296950241,0.5953900481540931,0.4955634028892456,0.6378298555377208
Red Ribbon,0.7797167138810198,0.8323135033050048,0.9031728045325779,0.8311614730878187,0.22028328611898018,0.16768649669499527,0.09682719546742209,0.1688385269121813
Royal Athena,0.7982275758227576,0.542301570230157,0.4710776511077651,0.3399913959991396,0.20177242417724242,0.457698429769843,0.5289223488922349,0.6600086040008604
Snow Flake,0.5565161290322581,0.6781935483870968,0.813741935483871,0.7049677419354838,0.44348387096774194,0.3218064516129032,0.18625806451612903,0.2950322580645161
Tacazzi,0.8404880253050158,0.8631721644826028,0.7015002259376412,0.6575327609579756,0.15951197469498418,0.1368278355173972,0.2984997740623588,0.3424672390420244
Tamara,1.0797884187082405,1.1119265033407573,1.0101336302895323,0.9680512249443207,0.13451002227171494,0.18132516703786192,0.10993318485523386,0.15023385300668152
Thriller,0.7921324863883847,0.7317513611615245,0.6966696914700544,0.6488294010889292,0.20786751361161523,0.2682486388384755,0.3033303085299456,0.3511705989110708
