variety_name,w+1_final_accuracy,w+2_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+4_final_wape
Impressionist,1.6006364359586316,0.8711217183770883,2.4213736409440467,0.6006364359586317,0.1288782816229117,1.4213736409440467
Julietta,0.987017001545595,1.3585780525502318,2.923338485316847,0.4622359608449253,0.35857805255023184,1.923338485316847
Jumilia,2.0072296124927704,2.0853094274146904,3.434065934065934,1.0072296124927704,1.0853094274146906,2.434065934065934
La Belle,1.7097092163627403,1.4538018782187216,1.842169039684944,0.7097092163627403,0.4538018782187216,0.8421690396849439
Lady Bombastic,1.0151474168244523,1.0819583446037329,1.3151203678658372,0.015147416824452259,0.08195834460373276,0.3151203678658372
Leila,1.2432416374546966,1.3515543302595303,1.3017051868575842,0.40354108490285784,0.35155433025953037,0.4191075990731388
Lianne,2.0879155672823217,1.8878100263852242,1.6893931398416886,1.087915567282322,0.8878100263852243,0.6893931398416887
Madam Bombastic,1.016052880075543,0.9996852376455776,1.7459867799811142,0.016052880075542966,0.0003147623544224111,0.7459867799811143
Madam Cerise,1.204896265560166,1.5872199170124481,2.6083817427385894,0.20489626556016596,0.5872199170124481,1.6083817427385891
Madam Pink,0.9881096332124143,1.3843208383716243,1.5118903667875856,0.01189036678758565,0.38432083837162434,0.5118903667875857
Madam Red,0.7970111115412908,1.500948546207751,3.0803360563707463,0.45534089589221416,0.500948546207751,2.0803360563707463
Magic Avalanche,1.1047018904508,1.2384876393601552,1.2612699951526902,0.1047018904507998,0.2384876393601551,0.2612699951526903
Maitai,1.6331893448524117,2.1475881929445646,1.550755939524838,0.6331893448524119,1.1475881929445644,0.550755939524838
Marisa,0.7774691893768443,1.6536443148688047,1.6339177226176012,0.2225308106231557,0.6536443148688047,0.6339177226176012
Mirabel,1.3374016815839436,2.653919175481421,11.988879848115,0.392731217792243,1.6539191754814213,10.988879848115
Miss Bombastic,1.504624735729387,1.0305232558139534,0.6865750528541226,0.5046247357293869,0.030523255813953487,0.3134249471458774
Misty Bubbles,0.7495854063018242,0.8781094527363185,0.9170812603648425,0.2504145936981758,0.12189054726368159,0.08291873963515754
Moonwalk,0.8520866674873815,0.5886987566170134,1.2025113874184414,0.14791333251261848,0.41130124338298657,0.20251138741844146
My Beauty,1.7103189493433395,1.5789868667917448,2.753470919324578,0.7103189493433396,0.5789868667917448,1.7534709193245779
Nalani,0.7695062193742932,0.7376554843573313,0.6709385601206181,0.23049378062570675,0.2623445156426687,0.32906143987938186
Nathalie,0.8677161005247169,1.1734327533830433,1.4860535763601215,0.13228389947528307,0.17343275338304337,0.48605357636012153
New Orleans,0.05510571300044984,0.4212775528565002,0.6277552856500225,0.9448942869995501,0.5787224471434997,0.3722447143499775
Odilia,0.7499595089242331,0.8398820899873668,1.3361731074471186,0.2500404910757669,0.1601179100126332,0.33617310744711865
Orange Strike,0.6087949408595854,0.5696217355662255,1.4992387867431785,0.3912050591404146,0.43037826443377447,0.49923878674317834
Paranita,0.9750292056074766,1.0816296728971964,1.5175233644859814,0.024970794392523366,0.08162967289719626,0.5175233644859814
Princess Peach,1.1571650463096128,0.9595581890352644,2.0224932405223495,0.41799459241787956,0.6103089225104987,1.0224932405223495
Reflex,1.5959536938976737,2.080962641054669,2.8286528137895774,0.5959536938976737,1.0809626410546689,1.8286528137895774
Revival,0.9473856209150326,0.44365079365079363,0.6420634920634921,0.5104108309990663,0.5563492063492064,0.35793650793650794
Rowena,1.5045002368545712,3.246328754144955,4.774514448128849,0.5045002368545712,2.246328754144955,3.774514448128849
Royal Park,1.3288770053475936,1.182263814616756,1.946969696969697,0.32887700534759357,0.18226381461675578,0.946969696969697
Royal Porcelina,1.1022195379737278,1.3085459761437415,2.422769137852937,0.1408727162917107,0.3085459761437415,1.4227691378529368
Salinero,1.2824046787867798,1.6199392483111936,1.7826993698145714,0.2824046787867797,0.913451511991658,0.7826993698145713
Silver Shadow,1.0827374872318694,1.2096527068437182,1.8161389172625129,0.08273748723186926,0.2096527068437181,0.8161389172625128
Smashing,1.2981778771252455,,1.0558829506197926,0.29817787712524557,,0.055882950619792725
Snow Storm,1.3524557956777996,0.925147347740668,1.4137524557956778,0.3524557956777996,0.07485265225933202,0.4137524557956778
Snowflake,0.9741444456439599,1.1029364136888697,1.0331426103854042,0.18336392097592571,0.371639857497571,0.3588470258015762
Snowy Blossoms,1.289150771473697,1.9606366176649253,2.2056250759324505,0.4175677317458389,0.9606366176649253,1.2056250759324505
Sparkling Bubbles,1.7952029520295203,1.443419434194342,1.53690036900369,0.7952029520295203,0.44341943419434193,0.5369003690036901
Summer Dance,1.2455784611918441,1.3023543990086741,2.234088092824152,0.2455784611918441,0.3023543990086741,1.2340880928241522
Summer Rose,0.9234871537472159,0.8809172757787747,0.6795181478809172,0.07795589296357876,0.13470527339461053,0.4403174702763748
Summer Time,1.6699147381242387,3.739342265529842,5.02436053593179,0.6699147381242387,2.739342265529842,4.02436053593179
Sweet Gelato,1.0510087552341074,0.7263037685572897,1.0757518081461743,0.08247684304022332,0.43928435477731254,0.07575180814617434
Sweet Revival,0.8173204472238014,0.5297201692881056,1.5362895584612468,0.23902469837660287,0.4702798307118944,1.0022108521255764
Tarantella,0.8080808080808081,1.6810966810966812,1.1685425685425685,0.1919191919191919,0.6810966810966811,0.16854256854256855
Trinity,0.8809759722566262,0.4695318305672529,0.8335397572454794,0.1190240277433738,0.5304681694327471,0.16646024275452068
Uzuri,0.41369606003752346,1.348030018761726,2.848968105065666,0.5863039399624765,0.34803001876172607,1.8489681050656661
Wedding Invite,0.7495521901970363,1.0179123921185476,1.2662432828529555,0.25044780980296366,0.017912392118547466,0.26624328285295557
