variety_name,w+1_final_accuracy,w+2_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+4_final_wape
Ariya,0.8414371772805508,1.5176419965576593,2.0406626506024095,0.15856282271944921,0.5176419965576592,1.0406626506024097
Asteae,1.3044794188861986,0.8442292171105731,1.092413236481033,0.30447941888619856,0.15577078288942695,0.3611783696529459
Athena,1.006950833077788,0.8588367576408055,1.2737401615046509,0.006950833077788,0.14116324235919453,0.2737401615046509
Azore,1.3025458851391356,1.2890467732386026,2.7824748371817645,0.3025458851391356,0.6952042628774423,1.7824748371817642
Babe,0.9603731756881582,1.2335119157583596,1.5000923702198412,0.07343432477369297,0.2335119157583595,0.5000923702198411
Baby Follies,1.7496324610408702,2.1684798588650396,1.453396059982358,0.7496324610408703,1.1684798588650398,0.45339605998235816
Bandolero,1.323295257874697,1.8173531787238952,2.031383408330449,0.32329525787469715,0.8173531787238952,1.0313834083304487
Belle Rose,1.2741002570694087,0.9260925449871465,1.5469151670951158,0.2741002570694087,0.07390745501285347,0.5469151670951157
Camaro,1.018911227393739,,1.3728082254658955,0.0189112273937391,,0.37280822546589554
Cheyenne,0.7972160708636508,1.3630180322682695,1.841505852578298,0.20278392913634927,0.3630180322682695,0.841505852578298
Chococcino,1.8334849863512284,2.489535941765241,3.8980891719745223,0.8334849863512284,1.4895359417652412,2.8980891719745223
Destini,1.0045330915684496,1.8482925355092172,1.8008461770927773,0.004533091568449683,0.8482925355092172,0.8008461770927773
Dima Bombastic,1.0,0.5772646536412078,0.32404692082111436,0.0,0.4227353463587922,0.6759530791788856
Dinara,1.0996428571428571,1.0380102040816326,1.088469387755102,0.09964285714285714,0.03801020408163265,0.08846938775510205
Downtown,1.1102644554011654,0.5692514567458539,1.5123263110712686,0.11026445540116539,0.43074854325414613,0.5123263110712685
Dynamite,1.0729166666666667,1.0145833333333334,0.9291666666666667,0.07291666666666667,0.014583333333333334,0.07083333333333333
Eyeliner,0.8571428571428571,0.7264673311184939,1.069767441860465,0.14285714285714285,0.27353266888150607,0.06976744186046512
Fire Flash,1.301090909090909,2.2324848484848485,2.3546666666666667,0.3010909090909091,1.2324848484848485,1.3546666666666667
Fireworks,1.563347204482716,1.5056239957150508,2.146965514399901,0.563347204482716,0.5056239957150509,1.1469655143999011
Flinders Lane,0.6281746031746032,0.7246031746031746,0.9763888888888889,0.37182539682539684,0.2753968253968254,0.02361111111111111
Gelato,1.4177578251652325,1.1763312133682504,2.270482603815937,0.4177578251652326,0.4152637485970819,1.2704826038159371
Gentle Trend Setter,1.2482057416267942,1.5921052631578947,2.882177033492823,0.24820574162679426,0.5921052631578947,1.882177033492823
Gissele,0.6406464796581832,0.6677689020992011,0.7514025636262307,0.4891696080252647,0.5953557495820174,0.32780977150287943
Grand Trend Setter,1.589398361736183,0.8807080312588269,0.7986065342246493,0.589398361736183,0.11929196874117315,0.20139346577535072
