variety_name,w+1_final_accuracy,w+2_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+4_final_wape
Athena,0.7992619626926196,0.6699310624493107,0.7408921330089213,0.20157745336577454,0.3867639902676399,0.3691403081914031
Charmant,0.9135149023638233,0.6213557725248373,0.8294193216855087,0.15357142857142858,0.44257022953066116,0.32450325453922574
Confidential,0.8242820730671198,0.8683942225998301,0.7410365335598981,0.17571792693288021,0.13160577740016993,0.25896346644010193
Madam Red,0.632313829787234,0.46697695035460995,0.36272163120567374,0.36768617021276595,0.53302304964539,0.6372783687943262
Maritim,0.8307539682539683,1.0308531746031746,1.1652529761904762,0.16924603174603176,0.030853174603174605,0.1652529761904762
Memory Lane,1.1088039457459926,1.1336621454993834,1.0783970406905055,0.1647842170160296,0.1336621454993835,0.07839704069050554
Moon Walk,1.143598615916955,0.9352941176470588,0.852560553633218,0.1460553633217993,0.06470588235294118,0.147439446366782
Odilia,0.6092786421499293,0.6454879773691655,0.8613861386138614,0.3907213578500707,0.35451202263083453,0.13861386138613863
Pink Athena,0.8488218298555377,0.7718972712680577,0.6832487961476725,0.15117817014446228,0.2281027287319422,0.31675120385232747
Red Ribbon,0.8720491029272899,0.9065722379603399,0.9126156751652502,0.1279508970727101,0.17950897072710104,0.10015108593012276
Royal Athena,0.842043450204345,0.739440739944074,0.8093009249300925,0.1789761238976124,0.260559260055926,0.19069907506990752
Snow Flake,0.6678709677419354,0.6781935483870968,0.7049677419354838,0.3321290322580645,0.3218064516129032,0.2950322580645161
Tacazzi,0.8564663352914595,0.970429281518301,0.7820786262991415,0.14353366470854045,0.11276999548124718,0.21792137370085857
Tamara,1.1347104677060134,1.1993318485523385,1.0442650334075725,0.18943207126948775,0.19933184855233854,0.07402004454342985
Thriller,1.0299546279491834,0.9203085299455536,0.7940290381125227,0.17088021778584392,0.09718693284936479,0.20597096188747732
