variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Abeba,0.869942196531792,1.083815028901734,1.8265895953757225,0.9624277456647399,0.13005780346820808,0.0838150289017341,0.8265895953757225,0.03757225433526012
Alicia,0.9451719671895237,0.9684846740538207,1.269679090516621,0.5456900273420636,0.05482803281047633,0.031515325946179305,0.2696790905166211,0.4543099726579364
Azore,0.8573970719081129,0.9459678071665454,1.4965623230607459,1.7009625495429912,0.23173986896384371,0.13135970233762032,0.49656232306074577,0.7009625495429912
Babe,0.4878246753246753,0.7346403596403597,1.3666958041958042,0.6587787212787213,0.5121753246753247,0.2653596403596404,0.3666958041958042,0.3412212787212787
Bandolero,1.494902687673772,1.659870250231696,1.9282669138090824,1.6685820203892494,0.494902687673772,0.659870250231696,1.122150139017609,0.6685820203892493
Bellalinda Cerise,0.6196250557952686,1.0007439369141498,1.3074691266180627,0.9804344591578634,0.41548876655259637,0.26499032882011603,0.4157863413182562,0.3595447106085404
Birds Nest,0.9284810126582278,0.9651898734177216,1.1139240506329113,1.4379746835443037,0.07151898734177216,0.03481012658227848,0.11392405063291139,0.4379746835443038
Blue Moon,0.20102105934907466,0.6388002552648373,1.5213784301212507,1.2131461391193363,0.7989789406509253,0.36119974473516275,0.5213784301212508,0.2131461391193363
Bonnieux!,0.4879807692307692,0.8581730769230769,0.7560096153846154,0.3870192307692308,0.5120192307692307,0.14182692307692307,0.2439903846153846,0.6129807692307693
Chazay!,0.08344923504867872,0.6926286509040334,1.1543810848400555,1.3143254520166898,0.9165507649513213,0.30737134909596664,0.15438108484005564,0.3143254520166898
Dinara,1.4300871759577884,1.7507455838495067,1.565726083964212,1.3529479238357422,0.4300871759577885,0.7507455838495067,0.565726083964212,0.35294792383574214
Dominica,1.9652777777777777,2.892361111111111,2.8194444444444446,0.9276620370370371,0.9652777777777778,1.8923611111111112,1.8194444444444444,0.07233796296296297
Eileen,0.6353781719635379,0.7338630204483862,0.34251047055925105,0.08191672825819167,0.3646218280364622,0.2661369795516137,0.6574895294407489,0.9180832717418084
Elba!,0.6230971128608924,0.5816272965879266,0.5181102362204725,0.8388451443569553,0.37690288713910763,0.4183727034120735,0.4818897637795276,0.16115485564304463
Eva,1.470790378006873,2.1357388316151202,3.1804123711340204,1.2989690721649485,0.47079037800687284,1.1357388316151202,2.1804123711340204,0.29896907216494845
Fellini,0.610189296564618,0.8434213601308717,1.4844589857443329,1.280906753914466,0.3898107034353821,0.1565786398691283,0.5779387707408273,0.5753680766534237
Fiction,0.8614288797755234,0.7567450895747896,1.2585797539391324,1.347722857759551,0.13857112022447657,0.24325491042521044,0.2585797539391323,0.34772285775955103
Fire Works,0.5210427027954039,0.789744469216258,1.228725330436357,1.322586177328074,0.4789572972045961,0.23886125878922998,0.22872533043635707,0.33356199622706223
Frivolity,2.3562091503267975,3.4313725490196076,2.843137254901961,1.0065359477124183,1.3562091503267975,2.4313725490196076,1.8431372549019607,0.006535947712418301
Glorious,0.6155045204198275,1.142782915930583,1.9085524264782292,1.025148082718487,0.3844954795801725,0.14278291593058298,0.9085524264782292,0.02514808271848696
Hot Desire,0.6897987508674531,5.023594725884802,5.45940319222762,0.7966689798750868,0.3102012491325468,4.023594725884802,4.45940319222762,0.20333102012491325
In Love,1.9013513513513514,4.6315315315315315,2.9864864864864864,2.1693693693693694,0.9013513513513514,3.6315315315315315,1.9864864864864864,1.1693693693693694
Isabella!,1.0279001468428781,1.459618208516887,2.4287812041116004,1.6549192364170338,0.027900146842878122,0.45961820851688695,1.4287812041116006,0.6549192364170338
Jacinda,0.6167461905494844,0.8697090965060797,1.153917192550408,1.690549484377405,0.3832538094505156,0.18262274896105896,0.1539171925504079,0.6905494843774049
Jelitah,0.8005260850504164,1.031345900920649,2.265234546251644,1.5973257343270495,0.19947391494958353,0.03134590092064884,1.265234546251644,0.5973257343270495
Julietta,0.22360457296570277,1.2172158708809684,1.5196144362250616,1.1902039901367407,0.7763954270342972,0.29388029589778075,0.5196144362250616,0.283904954046178
Julietta Apricot,0.6247139588100686,1.0251716247139588,1.3192219679633868,1.297482837528604,0.37528604118993136,0.02517162471395881,0.31922196796338675,0.2974828375286041
Julietta Cerise,0.8832134009673234,0.9933938893476466,1.0690102630647635,1.2007785773268844,0.11678659903267666,0.31662144626636785,0.09496284062758051,0.2373481184381267
Julietta Honey,1.4319526627218935,0.8801775147928994,1.2071005917159763,1.1597633136094674,0.4319526627218935,0.11982248520710059,0.20710059171597633,0.15976331360946747
Julietta Lemonchella,1.21419185282523,1.3337713534822602,1.718791064388962,1.6149802890932983,0.21419185282522996,0.33377135348226017,0.7187910643889619,0.6149802890932983
Julietta Raspberry,0.6772030651340997,1.3630268199233717,1.8438697318007662,1.4061302681992338,0.3227969348659004,0.36302681992337166,0.8438697318007663,0.4061302681992337
La Mandarina,1.5021645021645023,1.7272727272727273,1.582972582972583,1.3737373737373737,0.5021645021645021,0.7272727272727273,0.5829725829725829,0.37373737373737376
Limasol,1.2515592515592515,0.6257796257796258,1.7027027027027026,1.0436590436590436,0.2515592515592516,0.37422037422037424,0.7027027027027027,0.04365904365904366
