variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Athena,1.0173919371270557,0.8996827244942512,0.6615921990976568,0.6721234172609518,0.16529471692621162,0.1601106098093436,0.37545626546354244,0.3278765827390482
Charmant,1.0201304200542005,0.9585873983739838,0.8513084349593496,0.8216632791327914,0.13787262872628725,0.22519478319783198,0.1486915650406504,0.36178014905149053
Confidential,1.2232811059907833,1.5150783410138249,0.6611797235023041,0.5068571428571429,0.2232811059907834,0.5150783410138249,0.33882027649769586,0.49314285714285716
Madam Red,1.6218775510204082,1.3402857142857143,0.5028163265306123,0.3713469387755102,0.6218775510204082,0.3402857142857143,0.49718367346938774,0.6286530612244898
Maritim,1.3941339590443687,1.1409769624573378,1.0368813993174062,1.3705204778156996,0.3941339590443686,0.14097696245733787,0.036881399317406145,0.37052047781569963
Memory Lane,1.0937209302325581,1.041528239202658,0.7060132890365448,0.67578073089701,0.09372093023255813,0.16777408637873753,0.29398671096345513,0.32421926910299004
Moon Walk,0.7458419243986254,0.7046735395189003,0.532852233676976,0.21240549828178695,0.25415807560137454,0.2953264604810997,0.46714776632302407,0.7875945017182131
Odilia,1.49465564738292,1.3087603305785125,0.6910192837465565,0.39173553719008264,0.4946556473829201,0.3087603305785124,0.30898071625344353,0.6082644628099173
Pink Athena,1.1042028985507246,0.8009006211180124,0.6906625258799172,0.4130848861283644,0.10871635610766045,0.2069047619047619,0.30933747412008283,0.5869151138716356
Red Ribbon,1.0381178396072013,0.8855810147299509,0.6966121112929624,0.6505400981996726,0.11058919803600654,0.13032733224222587,0.30338788870703765,0.3494599018003273
Royal Athena,0.9963890654799745,0.8340559440559441,0.8002670057215512,0.6000063572790846,0.11618563254926892,0.19508582326764146,0.19973299427844882,0.3999936427209154
Snow Flake,1.4991183294663573,1.4870533642691415,0.5904408352668213,0.3044083526682135,0.4991183294663573,0.48705336426914153,0.40955916473317866,0.6955916473317866
Tacazzi,0.9295940594059406,0.9466237623762376,0.7518811881188119,0.5975346534653465,0.10533663366336633,0.07808910891089109,0.2680990099009901,0.4024653465346535
Tamara,0.9393494228751311,0.9819254984260231,0.851587093389297,0.508381427072403,0.08764428121720881,0.08124344176285414,0.18833945435466948,0.4916185729275971
Thriller,1.1444603629417383,1.0035721107927411,0.6533333333333333,0.5470391595033429,0.296494746895893,0.2204393505253104,0.3466666666666667,0.45296084049665714
