variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Athena,1.342800925925926,1.383738425925926,1.4610972222222223,1.086685185185185,0.3428009259259259,0.3928125,0.5123657407407407,0.19272685185185184
