variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Athena,2026-W04,4,2026-W07,0.3278765827390482,0.6721234172609518,0.21554909091351795,-0.3278765827390482,230908.0,343550.0,raw,8
Athena,2026-W05,3,2026-W07,0.37545626546354244,0.6615921990976568,0.21554909091351795,-0.3384078009023432,227290.0,343550.0,raw,8
Athena,2026-W06,2,2026-W07,0.1601106098093436,0.8996827244942512,0.21554909091351795,-0.1003172755057488,309086.0,343550.0,raw,8
Athena,2026-W07,1,2026-W07,0.16529471692621162,1.0173919371270557,0.21554909091351795,0.01739193712705574,349525.0,343550.0,raw,8
Charmant,2026-W04,4,2026-W07,0.36178014905149053,0.8216632791327914,0.10139124651768015,-0.17833672086720867,194044.0,236160.0,raw,7
Charmant,2026-W05,3,2026-W07,0.1486915650406504,0.8513084349593496,0.10139124651768015,-0.1486915650406504,201045.0,236160.0,raw,7
Charmant,2026-W06,2,2026-W07,0.22519478319783198,0.9585873983739838,0.10139124651768015,-0.04141260162601626,226380.0,236160.0,raw,7
Charmant,2026-W07,1,2026-W07,0.13787262872628725,1.0201304200542005,0.10139124651768015,0.020130420054200543,240914.0,236160.0,raw,7
Confidential,2026-W04,4,2026-W07,0.49314285714285716,0.5068571428571429,0.4842515142182633,-0.49314285714285716,27497.0,54250.0,raw,2
Confidential,2026-W05,3,2026-W07,0.33882027649769586,0.6611797235023041,0.4842515142182633,-0.33882027649769586,35869.0,54250.0,raw,2
Confidential,2026-W06,2,2026-W07,0.5150783410138249,1.5150783410138249,0.4842515142182633,0.5150783410138249,82193.0,54250.0,raw,2
Confidential,2026-W07,1,2026-W07,0.2232811059907834,1.2232811059907833,0.4842515142182633,0.2232811059907834,66363.0,54250.0,raw,2
Madam Red,2026-W04,4,2026-W07,0.6286530612244898,0.3713469387755102,0.6422407742083633,-0.6286530612244898,9098.0,24500.0,raw,1
Madam Red,2026-W05,3,2026-W07,0.49718367346938774,0.5028163265306123,0.6422407742083633,-0.49718367346938774,12319.0,24500.0,raw,1
Madam Red,2026-W06,2,2026-W07,0.3402857142857143,1.3402857142857143,0.6422407742083633,0.3402857142857143,32837.0,24500.0,raw,1
Madam Red,2026-W07,1,2026-W07,0.6218775510204082,1.6218775510204082,0.6422407742083633,0.6218775510204082,39736.0,24500.0,raw,1
Maritim,2026-W04,4,2026-W07,0.37052047781569963,1.3705204778156996,0.14155446625125623,0.37052047781569963,64250.0,46880.0,raw,1
Maritim,2026-W05,3,2026-W07,0.036881399317406145,1.0368813993174062,0.14155446625125623,0.036881399317406145,48609.0,46880.0,raw,1
Maritim,2026-W06,2,2026-W07,0.14097696245733787,1.1409769624573378,0.14155446625125623,0.14097696245733787,53489.0,46880.0,raw,1
