variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Ariya,0.9061032863849765,1.0187793427230047,1.6422982338475296,2.249944109099039,0.09389671361502347,0.018779342723004695,0.6422982338475296,1.2499441090990386
Asteae,0.44592214197639596,0.31028712348071164,0.8641007574423111,0.9742821912982209,0.554077858023604,0.6897128765192884,0.13589924255768893,0.16117667782279374
Athena,0.7658562008565407,0.42885953184836056,0.4784845120210283,1.058235707325916,0.23414379914345926,0.5711404681516394,0.5215154879789717,0.05823570732591602
Azore,1.083304327648219,0.9673976099315466,1.2513052558301427,1.8400046409096182,0.1415477433576981,0.1066248984801021,0.2513052558301427,0.8400046409096182
Babe,1.3189244383934648,1.6025357385976855,1.4963410483321988,1.5256977535738598,0.4489448604492852,0.6769060585432267,0.5530122532334921,0.5256977535738597
Baby Follies,0.9561671763506626,0.7763053573451127,0.8921735190848341,1.1220976328009966,0.04383282364933741,0.2236946426548873,0.10782648091516593,0.12209763280099671
Bandolero,0.7308131784422015,0.7666158826890116,0.9801942487145305,1.094172538564083,0.2691868215577985,0.23338411731098838,0.019805751285469433,0.09417253856408303
Belle Rose,0.897632058287796,0.8002185792349726,0.7663387978142077,0.482040072859745,0.10236794171220401,0.19978142076502733,0.23366120218579234,0.517959927140255
Camaro,0.8046269257879367,0.9765884603765985,0.9088208639613332,,0.19537307421206324,0.02341153962340147,0.0911791360386668,
Cheyenne,0.9181973301214493,0.8346883468834688,1.4445448158185286,1.6883468834688347,0.08180266987855064,0.16531165311653118,0.44454481581852856,0.6883468834688347
Chococcino,0.644927536231884,1.2287784679089027,2.0062111801242235,2.277432712215321,0.35507246376811596,0.2287784679089027,1.0062111801242235,1.2774327122153208
Destini,0.8691427533599709,0.7407373774064657,0.3607882310207047,0.7639847439157283,0.13085724664002907,0.25926262259353433,0.6392117689792953,0.2360152560842717
Dima Bombastic,0.9644268774703557,0.8129117259552042,,0.9411506368028107,0.3157663592446201,0.21870882740447958,,0.2160737812911726
Dinara,0.8716894226024017,1.0245517354828098,0.7585540384931733,0.9273729231781543,0.1283105773975983,0.024551735482809672,0.2414459615068268,0.0726270768218457
Downtown,0.8382139750652363,0.5498212042137818,0.8012950613704456,0.8321252536967237,0.1617860249347637,0.4501787957862182,0.19870493862955446,0.1678747463032763
Dynamite,1.4013508709562745,1.9868467827941698,1.8178101670814077,1.9011731247778172,0.4013508709562744,0.9868467827941699,0.8178101670814077,0.9011731247778173
Eyeliner,0.461750516884907,0.36216402481047555,1.153342522398346,2.6726395589248795,0.538249483115093,0.6378359751895245,0.15334252239834598,1.6726395589248795
Fire Flash,0.36801605888256944,0.5077506412401026,1.1145310583249692,1.278688524590164,0.6319839411174306,0.4922493587598974,0.24790899966543994,0.2786885245901639
Fireworks,0.4961767019138338,0.7344009438084419,1.1801538058201522,0.8243686096303416,0.5038232980861662,0.27328934719916104,0.35768592152407586,0.27586734248011885
Flinders Lane,0.5638608087091758,0.2562208398133748,0.3514774494556765,1.1892496111975117,0.43613919129082424,0.7437791601866252,0.6485225505443235,0.18924961119751166
