variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Abeba,0.5456989247311828,1.0188172043010753,1.5510752688172043,0.6263440860215054,0.4543010752688172,0.01881720430107527,0.5510752688172043,0.3736559139784946
Alicia,0.5138526727509778,0.8582138200782269,1.261897001303781,0.27444589308996087,0.48614732724902215,0.14178617992177314,0.26189700130378096,0.7255541069100391
Azore,1.0328383780696744,1.232153055396916,1.961307824100514,1.1038692175899485,0.19388920616790406,0.259137635636779,0.961307824100514,0.14627355796687608
Babe,0.5712612798787629,1.076048770407109,1.3517255631328786,0.701866776882276,0.42873872012123715,0.42970310670248674,0.3872700971275057,0.29813322311772406
Bandolero,1.2227280391165065,1.8315629742033384,2.0379362670713204,1.9273309728544934,0.33839150227617604,0.8315629742033384,1.0379362670713201,0.975552183442927
Bellalinda Cerise,0.40390843717406816,0.6215622769940166,0.8743481363561508,0.7675248394356919,0.602788604051161,0.4505681506285338,0.38310369435143,0.5696327606082231
Birds Nest,1.2534246575342465,2.5114155251141552,5.242009132420091,2.2374429223744294,0.2534246575342466,1.5114155251141552,4.242009132420091,1.2374429223744292
Blue Moon,1.0809418690213393,1.0382634289919057,0.8623988226637234,1.1089036055923474,0.08094186902133922,0.03826342899190582,0.13760117733627666,0.10890360559234731
Bonnieux!,0.31801242236024846,0.5142857142857142,0.5739130434782609,0.5229813664596273,0.6819875776397516,0.4857142857142857,0.4260869565217391,0.47701863354037266
Chazay!,0.32727272727272727,0.6467532467532467,1.0909090909090908,1.309090909090909,0.6727272727272727,0.35324675324675325,0.09090909090909091,0.3090909090909091
Dinara,1.004264460690009,1.19924329870463,1.075541875080159,0.5025330255226369,0.18683468000513018,0.29004745414903166,0.10600230858022316,0.4974669744773631
Dominica,0.5728426395939086,0.7094754653130287,0.6670896785109983,0.25524534686971234,0.42715736040609137,0.29052453468697126,0.3329103214890017,0.7447546531302877
Eileen,1.291361043194784,1.1081499592502038,0.7709046454767726,0.1078239608801956,0.291361043194784,0.10814995925020375,0.22909535452322738,0.8921760391198044
Elba!,0.43213728549141966,0.8065522620904836,1.1154446177847115,0.1310452418096724,0.5678627145085804,0.1934477379095164,0.11544461778471139,0.8689547581903276
Eva,1.362614913176711,1.9959141981613893,2.361593462717058,1.4586312563840653,0.3626149131767109,0.9959141981613892,1.3615934627170583,0.4586312563840654
Fellini,0.7245158002038736,1.230886850152905,1.971967380224261,1.191131498470948,0.2754841997961264,0.41437308868501527,1.1182466870540264,0.3165137614678899
Fiction,1.1817460317460318,2.0293650793650793,2.225925925925926,2.814021164021164,0.18174603174603174,1.0293650793650793,1.2259259259259259,1.814021164021164
Fire Works,1.0848225274454784,1.9158174568010633,2.3634125929207896,1.8040171318859843,0.10362821838231674,0.9158174568010634,1.3634125929207896,0.8040171318859843
Frivolity,0.8939096267190569,1.2917485265225934,0.9646365422396856,0.7220039292730844,0.10609037328094302,0.2917485265225933,0.03536345776031434,0.2779960707269155
Glorious,0.5126121076233184,0.883314648729447,1.2457959641255605,0.7337443946188341,0.4873878923766816,0.11668535127055306,0.24579596412556054,0.26625560538116594
Hot Desire,0.9106688778330569,1.422996130458817,1.0823659480375898,0.3567716970702045,0.08933112216694307,0.422996130458817,0.08236594803758983,0.6432283029297955
In Love,1.7109216989309448,3.0764229991331984,3.149089858422421,1.526004045073678,0.8432533949725513,2.0764229991331984,2.149089858422421,0.5260040450736782
Isabella!,0.8396694214876033,0.9404958677685951,0.9586776859504132,0.9661157024793389,0.16033057851239668,0.05950413223140496,0.04132231404958678,0.033884297520661154
Jacinda,0.5713385285354114,0.9866490946596379,1.407345862938345,0.9475704790281916,0.4286614714645886,0.2149323859729544,0.4073458629383452,0.22478798991519597
Jelitah,0.7549268292682927,1.2950243902439025,1.7960975609756098,1.6253658536585365,0.2450731707317073,0.2950243902439024,0.7960975609756098,0.6253658536585366
Julietta,0.7886589120766336,1.058587068080739,1.3969380773178242,1.0855285665412249,0.2402497434143004,0.06885049606568594,0.39693807731782416,0.18217584673280876
Julietta Apricot,0.9916805324459235,1.5424292845257903,1.2995008319467554,0.47753743760399336,0.008319467554076539,0.5424292845257903,0.2995008319467554,0.5224625623960066
Julietta Cerise,1.2323099064523866,1.5159510674022547,1.6959702566562724,1.077116814583833,0.23230990645238667,0.5159510674022547,0.6959702566562724,0.19129287598944592
Julietta Honey,1.6014492753623188,2.108695652173913,1.673913043478261,2.2318840579710146,0.6014492753623188,1.108695652173913,0.6739130434782609,1.2318840579710144
Julietta Lemonchella,1.8763326226012793,1.6083866382373846,1.4349680170575694,1.2075337597725657,0.8763326226012793,0.6083866382373845,0.4349680170575693,0.20753375977256575
Julietta Raspberry,1.6398996235884566,0.8519447929736512,0.43914680050188204,1.7478042659974906,0.6398996235884568,0.1480552070263488,0.560853199498118,0.7478042659974906
La Mandarina,1.7158119658119657,2.5641025641025643,1.767094017094017,1.1517094017094016,0.7158119658119658,1.564102564102564,0.7670940170940171,0.1517094017094017
Limasol,1.3,1.5875,1.70625,1.26875,0.3,0.5875,0.70625,0.26875
Marisa,1.2504364906154517,1.9924159755565256,1.4071911828895678,0.6110868616324749,0.25043649061545176,0.9924159755565255,0.6061217808817111,0.3889131383675251
Mic Mac,1.0671578350807593,1.9045055256446586,2.61830546897138,1.561632190422216,0.7931425332955512,1.1062623972796826,1.61830546897138,0.5616321904222159
Motown,2.536352800953516,3.0107270560190704,2.109654350417163,0.8426698450536353,1.5363528009535161,2.0107270560190704,1.1096543504171632,0.1573301549463647
Odilia,0.5079434989146506,0.8360965174442382,1.242960958882562,0.7459653317393903,0.4920565010853494,0.1639034825557618,0.24296095888256206,0.25403466826060966
Pauline,0.9552288673571667,1.5725025058469764,1.7307049782826596,1.8207484129635816,0.04477113264283328,0.5725025058469763,0.7307049782826596,0.8207484129635817
Peach Shine,0.5564480794508544,0.8846210018986418,1.0829560391412298,0.6085877026434935,0.4435519205491456,0.2845041624068935,0.10866072732583613,0.3914122973565065
Pina Colada,2.347357959251284,1.4735795925128374,0.7791949643862845,2.0024846778201093,1.3473579592512837,0.4735795925128375,0.22080503561371542,1.0024846778201093
Pink Parasol,1.2311661506707947,1.4083447332421342,0.9517783857729138,0.35191518467852256,0.23116615067079463,0.7339261285909713,0.484610123119015,0.6480848153214774
Pink Shine,1.1127547666009205,1.730111768573307,1.8926692965154504,1.6280407626561473,0.11275476660092044,0.7301117685733071,0.8926692965154504,0.6280407626561473
Prana,0.9378787878787879,1.496969696969697,1.8795454545454546,1.2621212121212122,0.06212121212121212,0.49696969696969695,0.8795454545454545,0.26212121212121214
Precious Parasol,1.0275,1.40875,2.36625,1.168125,0.088125,0.40875,1.36625,0.776875
Pushkin,0.5876271494308549,0.9159451441026883,1.0639682731896343,0.3075956648098813,0.46801586340518286,0.43928614676677163,0.5313937999515621,0.6924043351901187
RLM Under the Stars,1.4102171918017743,1.2168858978280819,0.9947996329152646,1.2119914346895075,0.41021719180177424,0.21688589782808199,0.005200367084735393,0.21199143468950749
Reflex,0.747135498791128,1.019762430358457,1.370309050772627,1.2369652055082518,0.45101440134552717,0.5065173972458741,0.37030905077262694,0.2800115631241459
Saffron Smile,1.0148367952522255,2.764589515331355,1.589515331355094,0.6993076162215628,0.01483679525222552,1.764589515331355,0.5895153313550939,0.3006923837784372
Salinero,1.4863447799032035,1.5604978105554275,1.9111258354459553,1.1484501037105324,0.4863447799032035,0.5604978105554275,0.9111258354459553,0.3062629638165476
Sancerre,1.081484469544171,1.1067634798978083,0.9163641253193492,0.7219308861099906,0.08148446954417103,0.10676347989780825,0.0836358746806508,0.27806911389000943
Silva Pink,1.00514050719671,1.501028101439342,0.8869088416723784,0.4725839616175463,0.005140507196710075,0.5010281014393421,0.11309115832762166,0.5274160383824538
Silver Mikado,0.7820689655172414,1.1369278996865204,1.073730407523511,0.6539184952978057,0.21793103448275863,0.1369278996865204,0.07373040752351097,0.34608150470219434
Silver Shadow,0.8606826660727211,1.0939918703714016,1.5454646695250291,0.9806782114817083,0.1393173339272788,0.15880616960855282,0.5454646695250293,0.1930508380199343
Snow Flake,0.828180047249969,1.4992746715298213,1.2851369834625108,0.8503750984374352,0.23589754217266962,0.49927467152982136,0.2851369834625109,0.19214987358560948
Snowy Bubble,0.5336807716241444,0.9712974486621033,1.1635812072184195,0.21701929060360922,0.46631922837585565,0.04985998755444929,0.16358120721841943,0.7829807093963908
Sofie,1.8980237154150197,2.417391304347826,3.306719367588933,1.3391304347826087,0.8980237154150198,1.4173913043478261,2.306719367588933,0.3391304347826087
Summer Rose,,1.4242749731471536,1.0848549946294308,0.8195488721804511,,0.4242749731471536,0.08485499462943072,0.18045112781954886
Sundial,0.6024179145487017,0.9454595411457618,1.4720428630306361,0.9585107844484132,0.4335760406649265,0.31446627283967576,0.4720428630306361,0.22970188212666576
Sweet Sara,1.0540907164052564,1.5392115303094531,2.0401017380245867,1.5053412462908011,0.1784654514624841,0.5392115303094531,1.0401017380245867,0.5521407376006783
Tahiti,0.5082335329341318,0.6160179640718563,0.5778443113772455,0.35404191616766467,0.49176646706586824,0.38398203592814373,0.4221556886227545,0.6459580838323353
Trinity,0.913243714214588,0.9076425192930048,1.2467015185461787,0.7320139407518048,0.1594473487677371,0.14164799601692807,0.24670151854617875,0.3386855862584018
