field_name,variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind
1A,Athena,2026-W02,4,2026-W05,0.42533333333333334,0.5746666666666667,0.13162562439071765,-0.42533333333333334,48272.0,84000.0,final
1A,Athena,2026-W03,3,2026-W05,0.37585714285714283,0.6241428571428571,0.13162562439071765,-0.37585714285714283,52428.0,84000.0,final
1A,Athena,2026-W04,2,2026-W05,0.26211904761904764,0.7378809523809524,0.13162562439071765,-0.26211904761904764,61982.0,84000.0,final
1A,Athena,2026-W05,1,2026-W05,0.24134523809523808,0.7586547619047619,0.13162562439071765,-0.24134523809523808,63727.0,84000.0,final
1B,Athena,2026-W02,4,2026-W05,0.4385342789598109,0.5614657210401891,0.2070274433768137,-0.4385342789598109,35625.0,63450.0,final
1B,Athena,2026-W03,3,2026-W05,0.1318676122931442,0.8681323877068557,0.2070274433768137,-0.1318676122931442,55083.0,63450.0,final
1B,Athena,2026-W04,2,2026-W05,0.07998423955870765,0.9200157604412924,0.2070274433768137,-0.07998423955870765,58375.0,63450.0,final
1B,Athena,2026-W05,1,2026-W05,0.10387706855791962,0.8961229314420803,0.2070274433768137,-0.10387706855791962,56859.0,63450.0,final
1C,Athena,2026-W02,4,2026-W05,0.31376327769347495,0.686236722306525,0.16010160533315565,-0.31376327769347495,45223.0,65900.0,final
1C,Athena,2026-W03,3,2026-W05,0.016069802731411228,0.9839301972685888,0.16010160533315565,-0.016069802731411228,64841.0,65900.0,final
1C,Athena,2026-W04,2,2026-W05,0.018877086494688923,0.9811229135053111,0.16010160533315565,-0.018877086494688923,64656.0,65900.0,final
1C,Athena,2026-W05,1,2026-W05,0.14417298937784523,0.8558270106221548,0.16010160533315565,-0.14417298937784523,56399.0,65900.0,final
2B,Athena,2026-W02,4,2026-W05,0.6069883351007423,0.3930116648992577,0.24784402118449214,-0.6069883351007423,37061.0,94300.0,final
2B,Athena,2026-W03,3,2026-W05,0.4840402969247084,0.5159597030752916,0.24784402118449214,-0.4840402969247084,48655.0,94300.0,final
2B,Athena,2026-W04,2,2026-W05,0.3506892895015907,0.6493107104984094,0.24784402118449214,-0.3506892895015907,61230.0,94300.0,final
2B,Athena,2026-W05,1,2026-W05,0.2936479321314952,0.7063520678685048,0.24784402118449214,-0.2936479321314952,66609.0,94300.0,final
2C,Athena,2026-W02,4,2026-W05,0.21404059040590406,0.7859594095940959,0.1825042295836993,-0.21404059040590406,42599.0,54200.0,final
2C,Athena,2026-W03,3,2026-W05,0.4130258302583026,0.5869741697416975,0.1825042295836993,-0.4130258302583026,31814.0,54200.0,final
2C,Athena,2026-W04,2,2026-W05,0.3482287822878229,0.6517712177121772,0.1825042295836993,-0.3482287822878229,35326.0,54200.0,final
2C,Athena,2026-W05,1,2026-W05,0.11800738007380074,0.8819926199261993,0.1825042295836993,-0.11800738007380074,47804.0,54200.0,final
2D,Athena,2026-W02,4,2026-W05,0.21307456588355464,0.7869254341164453,0.059657608619061504,-0.21307456588355464,38520.0,48950.0,final
