variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Ariya,2026-W02,4,2026-W05,6.5025709814442205,7.5025709814442205,0.8996288582373919,6.5025709814442205,33559.0,4473.0,raw,1
Ariya,2026-W03,3,2026-W05,1.5287279230941202,2.52872792309412,0.8996288582373919,1.5287279230941202,11311.0,4473.0,raw,1
Ariya,2026-W04,2,2026-W05,1.0409121395036889,2.0409121395036887,0.8996288582373919,1.0409121395036889,9129.0,4473.0,raw,1
Ariya,2026-W05,1,2026-W05,0.09389671361502347,0.9061032863849765,0.8996288582373919,-0.09389671361502347,4053.0,4473.0,raw,1
Asteae,2026-W02,4,2026-W05,0.16117667782279374,0.9742821912982209,0.15855681988817477,-0.02571780870177911,11062.0,11354.0,raw,2
Asteae,2026-W03,3,2026-W05,0.13589924255768893,0.8641007574423111,0.15855681988817477,-0.13589924255768893,9811.0,11354.0,raw,2
Asteae,2026-W04,2,2026-W05,0.33415536374845867,0.6658446362515413,0.15855681988817477,-0.33415536374845867,7560.0,11354.0,raw,2
Asteae,2026-W05,1,2026-W05,0.21763255240443896,0.782367447595561,0.15855681988817477,-0.21763255240443896,8883.0,11354.0,raw,2
Athena,2026-W02,4,2026-W05,0.5431782647118806,0.4568217352881195,0.3339776976523754,-0.5431782647118806,20160.0,44131.0,raw,1
Athena,2026-W03,3,2026-W05,0.3616278806281299,0.6383721193718701,0.3339776976523754,-0.3616278806281299,28172.0,44131.0,raw,1
Athena,2026-W04,2,2026-W05,0.6483650948312977,0.35163490516870227,0.3339776976523754,-0.6483650948312977,15518.0,44131.0,raw,1
Athena,2026-W05,1,2026-W05,0.23414379914345926,0.7658562008565407,0.3339776976523754,-0.23414379914345926,33798.0,44131.0,raw,1
Azore,2026-W02,4,2026-W05,2.0692655760529064,3.0692655760529064,0.48684645998986636,2.0692655760529064,26454.0,8619.0,raw,2
Azore,2026-W03,3,2026-W05,1.2141779788838611,2.2141779788838614,0.48684645998986636,1.2141779788838611,19084.0,8619.0,raw,2
Azore,2026-W04,2,2026-W05,0.17194570135746606,1.1719457013574661,0.48684645998986636,0.17194570135746606,10101.0,8619.0,raw,2
Azore,2026-W05,1,2026-W05,0.14444831186912635,1.1444483118691264,0.48684645998986636,0.14444831186912635,9864.0,8619.0,raw,2
Babe,2026-W02,4,2026-W05,1.1562287270251872,2.156228727025187,0.21472906647740744,1.1562287270251872,25340.0,11752.0,raw,2
