variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Athena,2026-W05,4,2026-W08,0.12411351941369093,1.0826227974426945,0.15294861383461808,0.08262279744269453,347143.0,320650.0,final,8
Athena,2026-W06,3,2026-W08,0.2697333541244347,0.7432028691719944,0.15294861383461808,-0.2567971308280056,238308.0,320650.0,final,8
Athena,2026-W07,2,2026-W08,0.18099173553719008,0.9990238577888664,0.15294861383461808,-0.0009761422111336348,320337.0,320650.0,final,8
Athena,2026-W08,1,2026-W08,0.1081896148448464,0.9560860751598316,0.15294861383461808,-0.04391392484016841,306569.0,320650.0,final,8
Charmant,2026-W05,4,2026-W08,0.11163236832926404,1.1059731426578305,0.08598334819692838,0.10597314265783049,253666.0,229360.0,final,7
Charmant,2026-W06,3,2026-W08,0.17754185559818625,1.0039893617021276,0.08598334819692838,0.003989361702127659,230275.0,229360.0,final,7
Charmant,2026-W07,2,2026-W08,0.14788106034182072,0.8998256016742239,0.08598334819692838,-0.10017439832577607,206384.0,229360.0,final,7
Charmant,2026-W08,1,2026-W08,0.17762033484478548,0.9720744680851063,0.08598334819692838,-0.027925531914893616,222955.0,229360.0,final,7
Confidential,2026-W05,4,2026-W08,0.13893212669683258,0.8610678733031675,0.3233616298919944,-0.13893212669683258,47574.0,55250.0,final,2
Confidential,2026-W06,3,2026-W08,0.15428054298642535,1.1542805429864254,0.3233616298919944,0.15428054298642535,63774.0,55250.0,final,2
Confidential,2026-W07,2,2026-W08,0.667366515837104,1.667366515837104,0.3233616298919944,0.667366515837104,92122.0,55250.0,final,2
Confidential,2026-W08,1,2026-W08,0.09723076923076923,0.9027692307692308,0.3233616298919944,-0.09723076923076923,49878.0,55250.0,final,2
Madam Red,2026-W05,4,2026-W08,0.33503875968992247,0.6649612403100775,0.3014113684748553,-0.33503875968992247,8578.0,12900.0,final,1
Madam Red,2026-W06,3,2026-W08,0.1806201550387597,0.8193798449612403,0.3014113684748553,-0.1806201550387597,10570.0,12900.0,final,1
Madam Red,2026-W07,2,2026-W08,0.33310077519379844,1.3331007751937984,0.3014113684748553,0.33310077519379844,17197.0,12900.0,final,1
Madam Red,2026-W08,1,2026-W08,0.06775193798449612,1.0677519379844962,0.3014113684748553,0.06775193798449612,13774.0,12900.0,final,1
Maritim,2026-W05,4,2026-W08,0.05449138638228056,1.0544913863822805,0.2421676312087813,0.05449138638228056,51417.0,48760.0,final,1
Maritim,2026-W06,3,2026-W08,0.46607875307629204,1.466078753076292,0.2421676312087813,0.46607875307629204,71486.0,48760.0,final,1
Maritim,2026-W07,2,2026-W08,0.1847005742411813,1.1847005742411814,0.2421676312087813,0.1847005742411813,57766.0,48760.0,final,1
Maritim,2026-W08,1,2026-W08,0.1901968826907301,0.8098031173092699,0.2421676312087813,-0.1901968826907301,39486.0,48760.0,final,1
Memory Lane,2026-W05,4,2026-W08,0.26156299840510366,1.1886443381180223,0.21429993968240946,0.18864433811802234,37264.0,31350.0,final,2
Memory Lane,2026-W06,3,2026-W08,0.3056778309409888,0.6943221690590111,0.21429993968240946,-0.3056778309409888,21767.0,31350.0,final,2
Memory Lane,2026-W07,2,2026-W08,0.19840510366826156,0.9296331738437001,0.21429993968240946,-0.07036682615629984,29144.0,31350.0,final,2
Memory Lane,2026-W08,1,2026-W08,0.2142902711323764,0.9633173843700159,0.21429993968240946,-0.03668261562998405,30200.0,31350.0,final,2
Moon Walk,2026-W05,4,2026-W08,0.128646288209607,0.9687161572052402,0.25319591439158,-0.03128384279475983,55459.0,57250.0,final,2
