variety_name,forecast_week,horizon,horizon_week,wape,accuracy,forecast_stability_index,bias,total_forecast,total_harvest,forecast_kind,n_fields
Abeba,2026-W05,4,2026-W08,0.08776595744680851,1.0877659574468086,0.25965571271060756,0.08776595744680851,409.0,376.0,raw,1
Abeba,2026-W06,3,2026-W08,0.30319148936170215,1.303191489361702,0.25965571271060756,0.30319148936170215,490.0,376.0,raw,1
Abeba,2026-W07,2,2026-W08,0.26595744680851063,0.7340425531914894,0.25965571271060756,-0.26595744680851063,276.0,376.0,raw,1
Abeba,2026-W08,1,2026-W08,0.1675531914893617,0.8324468085106383,0.25965571271060756,-0.1675531914893617,313.0,376.0,raw,1
Alicia,2026-W05,4,2026-W08,0.047963105303612606,0.9520368946963874,0.27546922609579383,-0.047963105303612606,6193.0,6505.0,raw,1
Alicia,2026-W06,3,2026-W08,0.1334358186010761,0.8665641813989239,0.27546922609579383,-0.1334358186010761,5637.0,6505.0,raw,1
Alicia,2026-W07,2,2026-W08,0.11975403535741737,0.8802459646425826,0.27546922609579383,-0.11975403535741737,5726.0,6505.0,raw,1
Alicia,2026-W08,1,2026-W08,0.4687163720215219,1.468716372021522,0.27546922609579383,0.4687163720215219,9554.0,6505.0,raw,1
Azore,2026-W05,4,2026-W08,0.25711235319977394,1.2239527727187087,0.17627198131863656,0.22395277271870878,19489.0,15923.0,raw,3
Azore,2026-W06,3,2026-W08,0.3680839037869748,1.0864786786409597,0.17627198131863656,0.08647867864095962,17300.0,15923.0,raw,3
Azore,2026-W07,2,2026-W08,0.21754694467123029,0.8048106512591848,0.17627198131863656,-0.19518934874081517,12815.0,15923.0,raw,3
Azore,2026-W08,1,2026-W08,0.0704641085222634,0.9550335991961314,0.17627198131863656,-0.04496640080386862,15207.0,15923.0,raw,3
Babe,2026-W05,4,2026-W08,0.16189454575460022,0.9211156035976565,0.2885797544677052,-0.07888439640234343,11163.0,12119.0,raw,2
Babe,2026-W06,3,2026-W08,0.5420414225596172,1.542041422559617,0.2885797544677052,0.5420414225596172,18688.0,12119.0,raw,2
Babe,2026-W07,2,2026-W08,0.1222048023764337,0.8777951976235663,0.2885797544677052,-0.1222048023764337,10638.0,12119.0,raw,2
Babe,2026-W08,1,2026-W08,0.025662183348461095,0.974337816651539,0.2885797544677052,-0.025662183348461095,11808.0,12119.0,raw,2
Bandolero,2026-W05,4,2026-W08,0.262511693171188,0.737488306828812,0.1496648179577854,-0.262511693171188,6307.0,8552.0,raw,2
Bandolero,2026-W06,3,2026-W08,0.07355004677268476,0.9264499532273153,0.1496648179577854,-0.07355004677268476,7923.0,8552.0,raw,2
Bandolero,2026-W07,2,2026-W08,0.0519176800748363,1.0519176800748362,0.1496648179577854,0.0519176800748363,8996.0,8552.0,raw,2
Bandolero,2026-W08,1,2026-W08,0.27163236669784846,0.8415575304022451,0.1496648179577854,-0.1584424695977549,7197.0,8552.0,raw,2
Bellalinda Cerise,2026-W05,4,2026-W08,0.4568699938385706,0.8074553296364757,0.22048658772870125,-0.19254467036352435,13105.0,16230.0,raw,3
Bellalinda Cerise,2026-W06,3,2026-W08,0.45927295132470736,0.8691312384473198,0.22048658772870125,-0.13086876155268024,14106.0,16230.0,raw,3
Bellalinda Cerise,2026-W07,2,2026-W08,0.5585951940850278,0.5292667898952557,0.22048658772870125,-0.4707332101047443,8590.0,16230.0,raw,3
Bellalinda Cerise,2026-W08,1,2026-W08,0.12298213185459027,0.9101663585951941,0.22048658772870125,-0.08983364140480592,14772.0,16230.0,raw,3
Birds Nest,2026-W05,4,2026-W08,1.0845771144278606,2.084577114427861,0.17130574853584507,1.0845771144278606,1676.0,804.0,raw,1
Birds Nest,2026-W06,3,2026-W08,0.9713930348258707,1.9713930348258706,0.17130574853584507,0.9713930348258707,1585.0,804.0,raw,1
Birds Nest,2026-W07,2,2026-W08,1.0808457711442787,2.0808457711442787,0.17130574853584507,1.0808457711442787,1673.0,804.0,raw,1
Birds Nest,2026-W08,1,2026-W08,0.4079601990049751,1.407960199004975,0.17130574853584507,0.4079601990049751,1132.0,804.0,raw,1
Blue Moon,2026-W05,4,2026-W08,0.16119962511715089,1.1611996251171508,0.3679730943469299,0.16119962511715089,1239.0,1067.0,raw,1
Blue Moon,2026-W06,3,2026-W08,1.07029053420806,2.07029053420806,0.3679730943469299,1.07029053420806,2209.0,1067.0,raw,1
Blue Moon,2026-W07,2,2026-W08,0.33177132146204313,1.331771321462043,0.3679730943469299,0.33177132146204313,1421.0,1067.0,raw,1
Blue Moon,2026-W08,1,2026-W08,0.10121836925960637,0.8987816307403936,0.3679730943469299,-0.10121836925960637,959.0,1067.0,raw,1
Bonnieux!,2026-W05,4,2026-W08,0.38738738738738737,0.6126126126126126,0.6563225760902834,-0.38738738738738737,340.0,555.0,raw,1
Bonnieux!,2026-W06,3,2026-W08,0.26126126126126126,1.2612612612612613,0.6563225760902834,0.26126126126126126,700.0,555.0,raw,1
Bonnieux!,2026-W07,2,2026-W08,0.3837837837837838,1.3837837837837839,0.6563225760902834,0.3837837837837838,768.0,555.0,raw,1
Bonnieux!,2026-W08,1,2026-W08,2.037837837837838,3.037837837837838,0.6563225760902834,2.037837837837838,1686.0,555.0,raw,1
Chazay!,2026-W05,4,2026-W08,0.44148936170212766,1.4414893617021276,0.3898170452781084,0.44148936170212766,1355.0,940.0,raw,1
Chazay!,2026-W06,3,2026-W08,0.11063829787234042,1.1106382978723404,0.3898170452781084,0.11063829787234042,1044.0,940.0,raw,1
Chazay!,2026-W07,2,2026-W08,0.4648936170212766,0.5351063829787234,0.3898170452781084,-0.4648936170212766,503.0,940.0,raw,1
Chazay!,2026-W08,1,2026-W08,0.14361702127659576,0.8563829787234043,0.3898170452781084,-0.14361702127659576,805.0,940.0,raw,1
Dinara,2026-W05,4,2026-W08,0.5938608343185273,1.1346478635365647,0.13448696875144098,0.13464786353656477,26873.0,23684.0,raw,3
Dinara,2026-W06,3,2026-W08,0.5093311940550582,1.4306282722513088,0.13448696875144098,0.4306282722513089,33883.0,23684.0,raw,3
Dinara,2026-W07,2,2026-W08,0.4168637054551596,1.377934470528627,0.13448696875144098,0.37793447052862694,32635.0,23684.0,raw,3
Dinara,2026-W08,1,2026-W08,0.13941901705792942,1.094663063671677,0.13448696875144098,0.09466306367167708,25926.0,23684.0,raw,3
Dominica,2026-W05,4,2026-W08,0.11994868505452214,0.8800513149454778,0.3364521693315323,-0.11994868505452214,1372.0,1559.0,raw,1
Dominica,2026-W06,3,2026-W08,0.6170622193713919,1.617062219371392,0.3364521693315323,0.6170622193713919,2521.0,1559.0,raw,1
Dominica,2026-W07,2,2026-W08,0.05067350865939705,0.949326491340603,0.3364521693315323,-0.05067350865939705,1480.0,1559.0,raw,1
Dominica,2026-W08,1,2026-W08,0.704939063502245,1.704939063502245,0.3364521693315323,0.704939063502245,2658.0,1559.0,raw,1
Eileen,2026-W05,4,2026-W08,0.9916093391703148,0.00839066082968522,0.761561934140761,-0.9916093391703148,161.0,19188.0,raw,1
Eileen,2026-W06,3,2026-W08,0.691682301438399,0.308317698561601,0.761561934140761,-0.691682301438399,5916.0,19188.0,raw,1
Eileen,2026-W07,2,2026-W08,0.4406920992286846,0.5593079007713154,0.761561934140761,-0.4406920992286846,10732.0,19188.0,raw,1
Eileen,2026-W08,1,2026-W08,0.3273921200750469,0.6726078799249531,0.761561934140761,-0.3273921200750469,12906.0,19188.0,raw,1
Elba!,2026-W05,4,2026-W08,0.05964467005076142,1.0596446700507614,0.17127606608619741,0.05964467005076142,1670.0,1576.0,raw,1
Elba!,2026-W06,3,2026-W08,0.03489847715736041,1.0348984771573604,0.17127606608619741,0.03489847715736041,1631.0,1576.0,raw,1
Elba!,2026-W07,2,2026-W08,0.2036802030456853,0.7963197969543148,0.17127606608619741,-0.2036802030456853,1255.0,1576.0,raw,1
Elba!,2026-W08,1,2026-W08,0.22398477157360405,1.223984771573604,0.17127606608619741,0.22398477157360405,1929.0,1576.0,raw,1
Eva,2026-W05,4,2026-W08,1.619047619047619,2.619047619047619,0.5235074094616033,1.619047619047619,495.0,189.0,raw,1
Eva,2026-W06,3,2026-W08,6.01058201058201,7.01058201058201,0.5235074094616033,6.01058201058201,1325.0,189.0,raw,1
Eva,2026-W07,2,2026-W08,5.777777777777778,6.777777777777778,0.5235074094616033,5.777777777777778,1281.0,189.0,raw,1
Eva,2026-W08,1,2026-W08,1.5714285714285714,2.5714285714285716,0.5235074094616033,1.5714285714285714,486.0,189.0,raw,1
Fellini,2026-W05,4,2026-W08,0.8451652386780906,1.8451652386780906,0.4118932156455908,0.8451652386780906,6030.0,3268.0,raw,2
Fellini,2026-W06,3,2026-W08,0.655140758873929,1.655140758873929,0.4118932156455908,0.655140758873929,5409.0,3268.0,raw,2
Fellini,2026-W07,2,2026-W08,0.18512851897184823,0.8644430844553244,0.4118932156455908,-0.13555691554467564,2825.0,3268.0,raw,2
Fellini,2026-W08,1,2026-W08,0.22827417380660955,0.8108935128518971,0.4118932156455908,-0.18910648714810283,2650.0,3268.0,raw,2
Fiction,2026-W05,4,2026-W08,1.3415754150476864,2.341575415047686,0.40249059707290896,1.3415754150476864,6629.0,2831.0,raw,1
Fiction,2026-W06,3,2026-W08,0.6414694454256447,1.6414694454256447,0.40249059707290896,0.6414694454256447,4647.0,2831.0,raw,1
Fiction,2026-W07,2,2026-W08,1.0,2.0,0.40249059707290896,1.0,5662.0,2831.0,raw,1
Fiction,2026-W08,1,2026-W08,0.23701872129989404,0.762981278700106,0.40249059707290896,-0.23701872129989404,2160.0,2831.0,raw,1
Fire Works,2026-W05,4,2026-W08,0.31950942387381365,1.2114356369469321,0.3401105101548963,0.21143563694693224,36251.0,29924.0,raw,4
Fire Works,2026-W06,3,2026-W08,0.1367798422670766,0.9280510626921534,0.3401105101548963,-0.07194893730784654,27771.0,29924.0,raw,4
Fire Works,2026-W07,2,2026-W08,0.17738270284721294,0.8869803502205588,0.3401105101548963,-0.11301964977944125,26542.0,29924.0,raw,4
Fire Works,2026-W08,1,2026-W08,0.550594840261997,0.48583077128726104,0.3401105101548963,-0.514169228712739,14538.0,29924.0,raw,4
Frivolity,2026-W05,4,2026-W08,0.8716577540106952,1.8716577540106951,0.3712309151354712,0.8716577540106952,350.0,187.0,raw,1
Frivolity,2026-W06,3,2026-W08,3.3529411764705883,4.352941176470588,0.3712309151354712,3.3529411764705883,814.0,187.0,raw,1
Frivolity,2026-W07,2,2026-W08,3.4385026737967914,4.438502673796791,0.3712309151354712,3.4385026737967914,830.0,187.0,raw,1
Frivolity,2026-W08,1,2026-W08,1.7967914438502675,2.7967914438502675,0.3712309151354712,1.7967914438502675,523.0,187.0,raw,1
Glorious,2026-W05,4,2026-W08,0.04677278674225905,1.0467727867422592,0.27059099045920126,0.04677278674225905,9601.0,9172.0,raw,1
Glorious,2026-W06,3,2026-W08,0.5814435237679896,1.5814435237679896,0.27059099045920126,0.5814435237679896,14505.0,9172.0,raw,1
Glorious,2026-W07,2,2026-W08,0.13192324465765373,0.8680767553423463,0.27059099045920126,-0.13192324465765373,7962.0,9172.0,raw,1
Glorious,2026-W08,1,2026-W08,0.0561491495856956,1.0561491495856956,0.27059099045920126,0.0561491495856956,9687.0,9172.0,raw,1
Hot Desire,2026-W05,4,2026-W08,0.24752475247524752,1.2475247524752475,0.6914710032680663,0.24752475247524752,1008.0,808.0,raw,1
Hot Desire,2026-W06,3,2026-W08,4.191831683168317,5.191831683168317,0.6914710032680663,4.191831683168317,4195.0,808.0,raw,1
Hot Desire,2026-W07,2,2026-W08,1.363861386138614,2.363861386138614,0.6914710032680663,1.363861386138614,1910.0,808.0,raw,1
Hot Desire,2026-W08,1,2026-W08,0.5742574257425742,1.5742574257425743,0.6914710032680663,0.5742574257425742,1272.0,808.0,raw,1
In Love,2026-W05,4,2026-W08,2.164383561643836,3.164383561643836,0.7099104430672701,2.164383561643836,4620.0,1460.0,raw,2
In Love,2026-W06,3,2026-W08,8.148630136986302,9.148630136986302,0.7099104430672701,8.148630136986302,13357.0,1460.0,raw,2
In Love,2026-W07,2,2026-W08,5.163698630136986,6.163698630136986,0.7099104430672701,5.163698630136986,8999.0,1460.0,raw,2
In Love,2026-W08,1,2026-W08,0.17876712328767122,1.1787671232876713,0.7099104430672701,0.17876712328767122,1721.0,1460.0,raw,2
Isabella!,2026-W05,4,2026-W08,1.0438931297709924,2.0438931297709924,0.19391750800094334,1.0438931297709924,1071.0,524.0,raw,1
Isabella!,2026-W06,3,2026-W08,1.6049618320610688,2.604961832061069,0.19391750800094334,1.6049618320610688,1365.0,524.0,raw,1
Isabella!,2026-W07,2,2026-W08,1.0458015267175573,2.045801526717557,0.19391750800094334,1.0458015267175573,1072.0,524.0,raw,1
Isabella!,2026-W08,1,2026-W08,0.6221374045801527,1.6221374045801527,0.19391750800094334,0.6221374045801527,850.0,524.0,raw,1
Jacinda,2026-W05,4,2026-W08,0.3693046919163369,1.2398530243075183,0.4127103064939087,0.23985302430751837,21933.0,17690.0,raw,2
Jacinda,2026-W06,3,2026-W08,0.49327303561334085,1.2386659129451667,0.4127103064939087,0.23866591294516676,21912.0,17690.0,raw,2
