variety_name,w+1_final_accuracy,w+2_final_accuracy,w+3_final_accuracy,w+4_final_accuracy,w+1_final_wape,w+2_final_wape,w+3_final_wape,w+4_final_wape
Athena,0.9560860751598316,0.9990238577888664,0.7432028691719944,1.0826227974426945,0.1081896148448464,0.18099173553719008,0.2697333541244347,0.12411351941369093
Charmant,0.9720744680851063,0.8998256016742239,1.0039893617021276,1.1059731426578305,0.17762033484478548,0.14788106034182072,0.17754185559818625,0.11163236832926404
Confidential,0.9027692307692308,1.667366515837104,1.1542805429864254,0.8610678733031675,0.09723076923076923,0.667366515837104,0.15428054298642535,0.13893212669683258
Madam Red,1.0677519379844962,1.3331007751937984,0.8193798449612403,0.6649612403100775,0.06775193798449612,0.33310077519379844,0.1806201550387597,0.33503875968992247
Maritim,0.8098031173092699,1.1847005742411814,1.466078753076292,1.0544913863822805,0.1901968826907301,0.1847005742411813,0.46607875307629204,0.05449138638228056
Memory Lane,0.9633173843700159,0.9296331738437001,0.6943221690590111,1.1886443381180223,0.2142902711323764,0.19840510366826156,0.3056778309409888,0.26156299840510366
Moon Walk,0.9549868995633187,0.7046637554585152,0.5544978165938864,0.9687161572052402,0.053641921397379916,0.2953362445414847,0.4455021834061135,0.128646288209607
Odilia,0.8487833827893175,1.6299109792284867,1.3071810089020772,0.9696142433234421,0.1512166172106825,0.6299109792284866,0.30718100890207717,0.030385756676557865
Pink Athena,1.0274574468085107,0.940595744680851,0.8545106382978723,1.2677978723404255,0.027457446808510637,0.25627659574468087,0.25638297872340426,0.2677978723404255
Red Ribbon,0.9814728682170543,0.9757209302325581,0.7647596899224807,0.7444341085271318,0.08165891472868217,0.08827906976744186,0.2352403100775194,0.25556589147286823
Royal Athena,0.8978755911240451,0.8501418697708257,0.8243579483448527,1.2111967988359404,0.13979628955983994,0.18758821389596217,0.21626773372135322,0.21119679883594034
Snow Flake,0.8599126637554585,1.3986026200873363,0.9972052401746725,0.7986899563318778,0.14008733624454148,0.39860262008733627,0.0027947598253275107,0.20131004366812227
Tacazzi,0.9419990004997502,0.9912843578210895,0.7513143428285857,0.9460769615192404,0.11637181409295352,0.09565217391304348,0.28808595702148926,0.2071664167916042
Tamara,0.9788772213247173,1.0438072159396876,0.9838718362950997,1.0663031771674745,0.06598007539041464,0.11661281637049004,0.15255788906838988,0.16956112008616048
Thriller,0.9013672922252011,0.9857908847184986,0.7597229669347632,0.7623324396782842,0.18363717605004468,0.2701519213583557,0.27478999106344953,0.23766756032171582
